Farm,Type,Round,Date,Species,,,,,,
Farm14,ELS,1,27/05/2014,Bombus pascuorum,,,,,,
Farm14,ELS,1,27/05/2014,Bombus pascuorum,,,,,,
Farm14,ELS,1,27/05/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pascuorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus pratorum,,,,,,
Farm14,ELS,3,07/08/2014,Bombus pratorum,,,,,,
Farm14,ELS,2,07/07/2014,Bombus rupestris,,,,,,
Farm14,ELS,1,27/05/2014,Bombus terrestris,,,,,,
Farm14,ELS,2,07/07/2014,Bombus terrestris,,,,,,
Farm14,ELS,2,07/07/2014,Bombus terrestris,,,,,,
Farm14,ELS,2,07/07/2014,Bombus terrestris,,,,,,
Farm14,ELS,3,07/08/2014,Bombus terrestris,,,,,,
Farm14,ELS,3,07/08/2014,Bombus terrestris,,,,,,
Farm14,ELS,3,07/08/2014,Bombus terrestris,,,,,,
Farm14,ELS,3,07/08/2014,Bombus terrestris,,,,,,
Farm14,ELS,3,07/08/2014,Bombus terrestris,,,,,,
Farm14,ELS,3,07/08/2014,Bombus terrestris,,,,,,
Farm14,ELS,3,07/08/2014,Bombus terrestris,,,,,,
Farm14,ELS,2,07/07/2014,Colletes daviesanus,,,,,,
Farm14,ELS,2,07/07/2014,Hylaeus communis,,,,,,
Farm14,ELS,2,07/07/2014,Hylaeus communis,,,,,,
Farm14,ELS,2,07/07/2014,Lasioglossum albipes,,,,,,
Farm14,ELS,2,07/07/2014,Lasioglossum calceatum,,,,,,
Farm14,ELS,2,07/07/2014,Lasioglossum malachurum,,,,,,
Farm14,ELS,2,07/07/2014,Lasioglossum morio,,,,,,
Farm14,ELS,2,07/07/2014,Lasioglossum morio,,,,,,
Farm14,ELS,3,07/08/2014,Lasioglossum villosulum,,,,,,
Farm14,ELS,3,07/08/2014,Melitta tricincta,,,,,,
Farm14,ELS,3,07/08/2014,Melitta tricincta,,,,,,
Farm14,ELS,3,07/08/2014,Melitta tricincta,,,,,,
Farm14,ELS,3,07/08/2014,Melitta tricincta,,,,,,
Farm14,ELS,3,07/08/2014,Melitta tricincta,,,,,,
Farm14,ELS,3,07/08/2014,Melitta tricincta,,,,,,
Farm14,ELS,3,07/08/2014,Melitta tricincta,,,,,,
Farm15,HLS,1,02/06/2013,Andrena dorsata,,,,,,
Farm15,HLS,2,01/07/2013,Andrena haemorrhoa,,,,,,
Farm15,HLS,2,22/06/2014,Andrena labialis,,,,,,
Farm15,HLS,2,01/07/2013,Bombus hortorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus hortorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus hortorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus hortorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus hortorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus hortorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus lapidarius,,,,,,
Farm15,HLS,2,01/07/2013,Bombus lapidarius,,,,,,
Farm15,HLS,2,01/07/2013,Bombus lapidarius,,,,,,
Farm15,HLS,2,01/07/2013,Bombus lapidarius,,,,,,
Farm15,HLS,2,01/07/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lapidarius,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lapidarius,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lapidarius,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lapidarius,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lapidarius,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lapidarius,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lapidarius,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lapidarius,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lapidarius,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lapidarius,,,,,,
Farm15,HLS,1,16/05/2014,Bombus lapidarius,,,,,,
Farm15,HLS,1,16/05/2014,Bombus lapidarius,,,,,,
Farm15,HLS,2,01/07/2013,Bombus lucorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus lucorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lucorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus lucorum,,,,,,
Farm15,HLS,1,16/05/2014,Bombus lucorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus lucorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lucorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus lucorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus pascuorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus pascuorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus pascuorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus pascuorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus pascuorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus pascuorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus pascuorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus pascuorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus pascuorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus pascuorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus pascuorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus pascuorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus pascuorum,,,,,,
Farm15,HLS,3,10/08/2013,Bombus pascuorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus pascuorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus pascuorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus pascuorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus pascuorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus pascuorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus pascuorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus pascuorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,3,03/08/2014,Bombus pascuorum,,,,,,
Farm15,HLS,2,22/06/2014,Bombus pratorum,,,,,,
Farm15,HLS,2,01/07/2013,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus terrestris,,,,,,
Farm15,HLS,2,22/06/2014,Bombus terrestris,,,,,,
Farm15,HLS,2,22/06/2014,Bombus terrestris,,,,,,
Farm15,HLS,2,22/06/2014,Bombus terrestris,,,,,,
Farm15,HLS,2,22/06/2014,Bombus terrestris,,,,,,
Farm15,HLS,2,22/06/2014,Bombus terrestris,,,,,,
Farm15,HLS,2,22/06/2014,Bombus terrestris,,,,,,
Farm15,HLS,2,22/06/2014,Bombus terrestris,,,,,,
Farm15,HLS,2,22/06/2014,Bombus terrestris,,,,,,
Farm15,HLS,3,03/08/2014,Bombus terrestris,,,,,,
Farm15,HLS,3,03/08/2014,Bombus terrestris,,,,,,
Farm15,HLS,3,03/08/2014,Bombus terrestris,,,,,,
Farm15,HLS,3,10/08/2013,Bombus vestalis,,,,,,
Farm15,HLS,2,22/06/2014,Bombus vestalis,,,,,,
Farm15,HLS,2,22/06/2014,Bombus vestalis,,,,,,
Farm15,HLS,3,03/08/2014,Bombus vestalis,,,,,,
Farm15,HLS,2,22/06/2014,Halictus rubicundus,,,,,,
Farm15,HLS,3,03/08/2014,Lasioglossum calceatum,,,,,,
Farm15,HLS,3,03/08/2014,Lasioglossum calceatum,,,,,,
Farm15,HLS,3,03/08/2014,Lasioglossum leucozonium,,,,,,
Farm15,HLS,3,03/08/2014,Lasioglossum leucozonium,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum malachurum,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum malachurum,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum malachurum,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum malachurum,,,,,,
Farm15,HLS,3,03/08/2014,Lasioglossum malachurum,,,,,,
Farm15,HLS,3,03/08/2014,Lasioglossum morio,,,,,,
Farm15,HLS,2,01/07/2013,Lasioglossum pauxillum,,,,,,
Farm15,HLS,2,01/07/2013,Lasioglossum pauxillum,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum pauxillum,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum pauxillum,,,,,,
Farm15,HLS,3,03/08/2014,Lasioglossum pauxillum,,,,,,
Farm15,HLS,1,16/05/2014,Lasioglossum puncticolle,,,,,,
Farm15,HLS,1,16/05/2014,Lasioglossum puncticolle,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum puncticolle,,,,,,
Farm15,HLS,1,02/06/2013,Lasioglossum villosulum,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum zonulum,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum zonulum,,,,,,
Farm15,HLS,2,22/06/2014,Lasioglossum zonulum,,,,,,
Farm15,HLS,2,22/06/2014,Megachile willughbiella,,,,,,
Farm15,HLS,1,16/05/2014,Nomada fabriciana,,,,,,
Farm15,HLS,1,02/06/2013,Nomada flava/panzeri,,,,,,
Farm15,HLS,1,02/06/2013,Nomada flava/panzeri,,,,,,
Farm15,HLS,1,16/05/2014,Nomada flava/panzeri,,,,,,
Farm15,HLS,1,16/05/2014,Nomada flava/panzeri,,,,,,
Farm15,HLS,1,16/05/2014,Nomada flavoguttata,,,,,,
Farm15,HLS,1,16/05/2014,Nomada goodeniana,,,,,,
Farm15,HLS,1,16/05/2014,Nomada goodeniana,,,,,,
Farm16,HLS,3,04/08/2013,Andrena bicolor,,,,,,
Farm16,HLS,2,07/07/2013,Andrena carantonica,,,,,,
Farm16,HLS,1,25/05/2013,Andrena chrysosceles,,,,,,
Farm16,HLS,2,07/07/2013,Andrena cineraria,,,,,,
Farm16,HLS,3,04/08/2013,Andrena dorsata,,,,,,
Farm16,HLS,1,25/05/2013,Andrena dorsata,,,,,,
Farm16,HLS,2,07/07/2013,Andrena dorsata,,,,,,
Farm16,HLS,2,07/07/2013,Andrena flavipes,,,,,,
Farm16,HLS,1,25/05/2013,Andrena nigroaenea,,,,,,
Farm16,HLS,1,25/05/2013,Andrena nitida,,,,,,
Farm16,HLS,1,25/05/2013,Andrena nitida,,,,,,
Farm16,HLS,1,25/05/2013,Andrena nitida,,,,,,
Farm16,HLS,2,07/07/2013,Bombus barbutellus,,,,,,
Farm16,HLS,2,07/07/2013,Bombus hortorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus hortorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus hortorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus hortorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus hortorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus hortorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus hortorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus hortorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus hortorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus hortorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus hypnorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus hypnorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus hypnorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus hypnorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus hypnorum,,,,,,
Farm16,HLS,1,25/05/2013,Bombus lapidarius,,,,,,
Farm16,HLS,1,25/05/2013,Bombus lapidarius,,,,,,
Farm16,HLS,1,25/05/2013,Bombus lapidarius,,,,,,
Farm16,HLS,1,25/05/2013,Bombus lapidarius,,,,,,
Farm16,HLS,1,25/05/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lapidarius,,,,,,
Farm16,HLS,2,07/07/2013,Bombus lucorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lucorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus lucorum,,,,,,
Farm16,HLS,1,25/05/2013,Bombus pascuorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus pascuorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus pascuorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus pascuorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus pascuorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus pascuorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus pascuorum,,,,,,
Farm16,HLS,1,25/05/2013,Bombus pratorum,,,,,,
Farm16,HLS,2,07/07/2013,Bombus pratorum,,,,,,
Farm16,HLS,3,04/08/2013,Bombus ruderatus,,,,,,
Farm16,HLS,3,04/08/2013,Bombus ruderatus,,,,,,
Farm16,HLS,1,25/05/2013,Bombus terrestris,,,,,,
Farm16,HLS,2,07/07/2013,Bombus terrestris,,,,,,
Farm16,HLS,2,07/07/2013,Bombus terrestris,,,,,,
Farm16,HLS,2,07/07/2013,Bombus terrestris,,,,,,
Farm16,HLS,2,07/07/2013,Bombus terrestris,,,,,,
Farm16,HLS,2,07/07/2013,Bombus terrestris,,,,,,
Farm16,HLS,2,07/07/2013,Bombus terrestris,,,,,,
Farm16,HLS,2,07/07/2013,Bombus terrestris,,,,,,
Farm16,HLS,2,07/07/2013,Bombus terrestris,,,,,,
Farm16,HLS,2,07/07/2013,Bombus terrestris,,,,,,
Farm16,HLS,3,04/08/2013,Bombus terrestris,,,,,,
Farm16,HLS,3,04/08/2013,Bombus terrestris,,,,,,
Farm16,HLS,3,04/08/2013,Bombus terrestris,,,,,,
Farm16,HLS,3,04/08/2013,Bombus terrestris,,,,,,
Farm16,HLS,3,04/08/2013,Bombus terrestris,,,,,,
Farm16,HLS,3,04/08/2013,Bombus terrestris,,,,,,
Farm16,HLS,3,04/08/2013,Bombus terrestris,,,,,,
Farm16,HLS,3,04/08/2013,Bombus terrestris,,,,,,
Farm16,HLS,3,04/08/2013,Bombus vestalis,,,,,,
Farm16,HLS,3,04/08/2013,Bombus vestalis,,,,,,
Farm16,HLS,3,04/08/2013,Hoplitis claviventris,,,,,,
Farm16,HLS,3,04/08/2013,Lasioglossum calceatum,,,,,,
Farm16,HLS,3,04/08/2013,Lasioglossum calceatum,,,,,,
Farm16,HLS,3,04/08/2013,Lasioglossum leucozonium,,,,,,
Farm16,HLS,1,25/05/2013,Lasioglossum malachurum,,,,,,
Farm16,HLS,3,04/08/2013,Lasioglossum malachurum,,,,,,
Farm16,HLS,3,04/08/2013,Lasioglossum malachurum,,,,,,
Farm16,HLS,1,25/05/2013,Lasioglossum xanthopus,,,,,,
Farm16,HLS,2,07/07/2013,Megachile centuncularis,,,,,,
Farm16,HLS,1,25/05/2013,Nomada flava/panzeri,,,,,,
Farm16,HLS,1,25/05/2013,Nomada goodeniana,,,,,,
Farm16,HLS,1,25/05/2013,Nomada goodeniana,,,,,,
Farm16,HLS,1,25/05/2013,Nomada goodeniana,,,,,,
Farm5,ELS,3,04/08/2014,Andrena flavipes,,,,,,
Farm5,ELS,2,26/06/2013,Andrena florea,,,,,,
Farm5,ELS,1,18/05/2014,Andrena florea,,,,,,
Farm5,ELS,3,04/08/2014,Andrena minutula,,,,,,
Farm5,ELS,2,24/06/2014,Anthophora furcata,,,,,,
Farm5,ELS,2,26/06/2013,Bombus hortorum,,,,,,
Farm5,ELS,2,26/06/2013,Bombus hortorum,,,,,,
Farm5,ELS,2,26/06/2013,Bombus hortorum,,,,,,
Farm5,ELS,2,26/06/2013,Bombus hortorum,,,,,,
Farm5,ELS,3,09/08/2013,Bombus hortorum,,,,,,
Farm5,ELS,2,24/06/2014,Bombus hortorum,,,,,,
Farm5,ELS,3,04/08/2014,Bombus hortorum,,,,,,
Farm5,ELS,2,26/06/2013,Bombus hypnorum,,,,,,
Farm5,ELS,2,26/06/2013,Bombus hypnorum,,,,,,
Farm5,ELS,2,26/06/2013,Bombus lapidarius,,,,,,
Farm5,ELS,2,26/06/2013,Bombus lapidarius,,,,,,
Farm5,ELS,2,26/06/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lapidarius,,,,,,
Farm5,ELS,2,24/06/2014,Bombus lapidarius,,,,,,
Farm5,ELS,2,24/06/2014,Bombus lapidarius,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lapidarius,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lapidarius,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lapidarius,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lapidarius,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lapidarius,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lapidarius,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lapidarius,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lucorum,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lucorum,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lucorum,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lucorum,,,,,,
Farm5,ELS,3,09/08/2013,Bombus lucorum,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lucorum,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lucorum,,,,,,
Farm5,ELS,3,04/08/2014,Bombus lucorum,,,,,,
Farm5,ELS,2,24/06/2014,Bombus lucorum,,,,,,
Farm5,ELS,1,31/05/2013,Bombus pascuorum,,,,,,
