Farm,Type,Round,Year,Species,Nature,Abundance
Farm9,HLS,3,2014,Crepis capillaris,Wild,200
Farm9,HLS,3,2014,Dipsacus fullonum,Wild,980
Farm9,HLS,3,2014,Dipsacus fullonum,Wild,670
Farm9,HLS,3,2014,Heracleum sphondylium,Wild,15
Farm9,HLS,3,2014,Heracleum sphondylium,Wild,2
Farm9,HLS,3,2014,Knautia arvensis,Sown,25
Farm9,HLS,3,2014,Lamium album,Wild,36
Farm9,HLS,3,2014,Lathyrus pratensis,Sown,390
Farm9,HLS,3,2014,Leucanthemum vulgare,Sown,10
Farm9,HLS,3,2014,Linaria vulgaris,Wild,90
Farm9,HLS,3,2014,Lotus corniculatus,Sown,7500
Farm9,HLS,3,2014,Lotus corniculatus,Sown,265
Farm9,HLS,3,2014,Lotus corniculatus,Sown,1100
Farm9,HLS,3,2014,Lotus corniculatus,Sown,14000
Farm9,HLS,3,2014,Lotus corniculatus,Sown,600
Farm9,HLS,3,2014,Odontites verna,Wild,250
Farm9,HLS,3,2014,Odontites verna,Wild,200
Farm9,HLS,3,2014,Onobrychis viciifolia,Sown,20
Farm9,HLS,3,2014,Prunella vulgaris,Sown,27
Farm9,HLS,3,2014,Senecio erucifolius,Wild,42
Farm9,HLS,3,2014,Senecio erucifolius,Wild,610
Farm9,HLS,3,2014,Senecio jacobea,Wild,60
Farm9,HLS,3,2014,Senecio jacobea,Wild,60
Farm9,HLS,3,2014,Senecio jacobea,Wild,130
Farm9,HLS,3,2014,Senecio jacobea,Wild,25
Farm9,HLS,3,2014,Sonchus arvensis,Sown,60
Farm9,HLS,3,2014,Stachys sylvatica,Wild,22
Farm9,HLS,3,2014,Trifolium hybridum,Sown,50
Farm9,HLS,3,2014,Trifolium hybridum,Sown,5000
Farm9,HLS,3,2014,Trifolium hybridum,Sown,25
Farm9,HLS,3,2014,Trifolium pratense,Sown,700
Farm9,HLS,3,2014,Trifolium pratense,Sown,45000
Farm9,HLS,3,2014,Trifolium pratense,Sown,32060
Farm9,HLS,3,2014,Vicia cracca,Wild,360
Farm10,HLS,1,2013,Aegopodium podagraria,Wild,6
Farm10,HLS,1,2013,Anthriscus sylvestris,Wild,3
Farm10,HLS,1,2013,Anthriscus sylvestris,Wild,310
Farm10,HLS,1,2013,Anthriscus sylvestris,Wild,30
Farm10,HLS,1,2013,Anthriscus sylvestris,Wild,105
Farm10,HLS,1,2013,Anthriscus sylvestris,Wild,10
Farm10,HLS,1,2013,Anthriscus sylvestris,Wild,41
Farm10,HLS,1,2013,Anthriscus sylvestris,Wild,30
Farm10,HLS,1,2013,Anthriscus sylvestris,Wild,90
Farm10,HLS,1,2013,Barbarea vulgaris,Wild,400
Farm10,HLS,1,2013,Bryonia dioica,Wild,4
Farm10,HLS,1,2013,Cerastium fontanum,Wild,35
Farm10,HLS,1,2013,Chelidonium majus,Wild,55
Farm10,HLS,1,2013,Cirsium palustre,Wild,25
Farm10,HLS,1,2013,Cruciata laevipes,Wild,300
Farm10,HLS,1,2013,Galium aparine,Wild,15
Farm10,HLS,1,2013,Galium aparine,Wild,50
Farm10,HLS,1,2013,Galium aparine,Wild,6
Farm10,HLS,1,2013,Geranium robertianum,Wild,30
Farm10,HLS,1,2013,Geranium robertianum,Wild,60
Farm10,HLS,1,2013,Geum urbanum,Wild,10
Farm10,HLS,1,2013,Geum urbanum,Wild,1
Farm10,HLS,1,2013,Geum urbanum,Wild,10
Farm10,HLS,1,2013,Glechoma hederacea,Wild,160
Farm10,HLS,1,2013,Glechoma hederacea,Wild,215
Farm10,HLS,1,2013,Glechoma hederacea,Wild,40
Farm10,HLS,1,2013,Heracleum sphondylium,Wild,5
Farm10,HLS,1,2013,Heracleum sphondylium,Wild,3
Farm10,HLS,1,2013,Lamium album,Wild,360
Farm10,HLS,1,2013,Lamium album,Wild,340
Farm10,HLS,1,2013,Lamium album,Wild,150
Farm10,HLS,1,2013,Lamium album,Wild,65
Farm10,HLS,1,2013,Lamium album,Wild,70
Farm10,HLS,1,2013,Lamium album,Wild,590
Farm10,HLS,1,2013,Lamium album,Wild,30
Farm10,HLS,1,2013,Lamium album,Wild,60
Farm10,HLS,1,2013,Leontodon hispidus,Sown,4
Farm10,HLS,1,2013,Leucanthemum vulgare,Sown,21
Farm10,HLS,1,2013,Leucanthemum vulgare,Sown,2
Farm10,HLS,1,2013,Lotus corniculatus,Sown,82
Farm10,HLS,1,2013,Lychnis flos-cuculi,Sown,17
Farm10,HLS,1,2013,Myosotis arvensis,Wild,70
Farm10,HLS,1,2013,Plantago lanceolata,Sown,8
Farm10,HLS,1,2013,Plantago lanceolata,Sown,540
Farm10,HLS,1,2013,Plantago lanceolata,Sown,40
Farm10,HLS,1,2013,Plantago lanceolata,Sown,60
Farm10,HLS,1,2013,Plantago lanceolata,Sown,300
Farm10,HLS,1,2013,Plantago lanceolata,Sown,160
Farm10,HLS,1,2013,Plantago lanceolata,Sown,20
Farm10,HLS,1,2013,Plantago lanceolata,Sown,18
Farm10,HLS,1,2013,Polygonatum multiflorum,Wild,6
Farm10,HLS,1,2013,Ranunculus acris,Sown,210
Farm10,HLS,1,2013,Ranunculus acris,Sown,680
Farm10,HLS,1,2013,Ranunculus acris,Sown,20
Farm10,HLS,1,2013,Ranunculus acris,Sown,540
Farm10,HLS,1,2013,Ranunculus repens,Wild,6
Farm10,HLS,1,2013,Ranunculus repens,Wild,186
Farm10,HLS,1,2013,Ranunculus repens,Wild,385
Farm10,HLS,1,2013,Ranunculus repens,Wild,8
Farm10,HLS,1,2013,Ranunculus repens,Wild,126
Farm10,HLS,1,2013,Ranunculus repens,Wild,38
Farm10,HLS,1,2013,Reseda lutea,Wild,70
Farm10,HLS,1,2013,Rhinanthus minor,Sown,50
Farm10,HLS,1,2013,Rubus fruticosus agg.,Wild,91
Farm10,HLS,1,2013,Rubus fruticosus agg.,Wild,5
Farm10,HLS,1,2013,Rumex acetosa,Sown,16
Farm10,HLS,1,2013,Rumex acetosa,Sown,80
Farm10,HLS,1,2013,Rumex acetosa,Sown,15
Farm10,HLS,1,2013,Rumex acetosa,Sown,26
Farm10,HLS,1,2013,Sanguisorba minor muricata,Sown,3
Farm10,HLS,1,2013,Sanguisorba minor muricata,Sown,28
Farm10,HLS,1,2013,Sanguisorba minor muricata,Sown,18
Farm10,HLS,1,2013,Silene dioica,Sown,600
Farm10,HLS,1,2013,Silene dioica,Sown,100
Farm10,HLS,1,2013,Silene dioica,Sown,30
Farm10,HLS,1,2013,Silene dioica,Sown,340
Farm10,HLS,1,2013,Silene latifolia,Wild,30
Farm10,HLS,1,2013,Silene latifolia,Wild,4
Farm10,HLS,1,2013,Silene latifolia,Wild,31
Farm10,HLS,1,2013,Sinapis arvensis,Wild,5
Farm10,HLS,1,2013,Sonchus asper,Wild,6
Farm10,HLS,1,2013,Taraxacum agg.,Wild,5
Farm10,HLS,1,2013,Taraxacum agg.,Wild,3
Farm10,HLS,1,2013,Taraxacum agg.,Wild,7
Farm10,HLS,1,2013,Taraxacum agg.,Wild,4
Farm10,HLS,1,2013,Taraxacum agg.,Wild,30
Farm10,HLS,1,2013,Tragopogon pratensis,Wild,1
Farm10,HLS,1,2013,Tragopogon pratensis,Wild,1
Farm10,HLS,1,2013,Trifolium pratense,Sown,14
Farm10,HLS,1,2013,Trifolium repens,Wild,20
Farm10,HLS,1,2013,Veronica chamaedrys,Wild,100
Farm10,HLS,1,2013,Veronica chamaedrys,Wild,280
Farm10,HLS,1,2013,Veronica chamaedrys,Wild,640
Farm10,HLS,1,2013,,Wild,
Farm10,HLS,1,2014,Aegopodium podagraria,Wild,65
Farm10,HLS,1,2014,Aegopodium podagraria,Wild,11
Farm10,HLS,1,2014,Alliaria petiolata,Wild,25
Farm10,HLS,1,2014,Alliaria petiolata,Wild,3
Farm10,HLS,1,2014,Anthriscus sylvestris,Wild,47
Farm10,HLS,1,2014,Anthriscus sylvestris,Wild,2440
Farm10,HLS,1,2014,Anthriscus sylvestris,Wild,41
Farm10,HLS,1,2014,Anthriscus sylvestris,Wild,375
Farm10,HLS,1,2014,Anthriscus sylvestris,Wild,141
Farm10,HLS,1,2014,Anthriscus sylvestris,Wild,740
Farm10,HLS,1,2014,Anthriscus sylvestris,Wild,127
Farm10,HLS,1,2014,Anthriscus sylvestris,Wild,570
Farm10,HLS,1,2014,Anthyllis vulneraria,Wild,320
Farm10,HLS,1,2014,Bryonia dioica,Wild,21
Farm10,HLS,1,2014,Cruciata laevipes,Wild,400
Farm10,HLS,1,2014,Galium aparine,Wild,45
Farm10,HLS,1,2014,Geranium dissectum,Wild,5
Farm10,HLS,1,2014,Geranium molle,Wild,5
Farm10,HLS,1,2014,Geum urbanum,Wild,21
Farm10,HLS,1,2014,Geum urbanum,Wild,1
Farm10,HLS,1,2014,Geum urbanum,Wild,1
Farm10,HLS,1,2014,Geum urbanum,Wild,1
Farm10,HLS,1,2014,Glechoma hederacea,Wild,350
Farm10,HLS,1,2014,Glechoma hederacea,Wild,17
Farm10,HLS,1,2014,Glechoma hederacea,Wild,41
Farm10,HLS,1,2014,Heracleum sphondylium,Wild,15
Farm10,HLS,1,2014,Lamium album,Wild,377
Farm10,HLS,1,2014,Lamium album,Wild,930
Farm10,HLS,1,2014,Lamium album,Wild,82
Farm10,HLS,1,2014,Lamium album,Wild,170
Farm10,HLS,1,2014,Lamium album,Wild,12
Farm10,HLS,1,2014,Lamium album,Wild,435
Farm10,HLS,1,2014,Lamium album,Wild,65
Farm10,HLS,1,2014,Leontodon hispidus,Sown,1
Farm10,HLS,1,2014,Leontodon hispidus,Sown,50
Farm10,HLS,1,2014,Leucanthemum vulgare,Sown,3
Farm10,HLS,1,2014,Leucanthemum vulgare,Sown,2
Farm10,HLS,1,2014,Leucanthemum vulgare,Sown,17
Farm10,HLS,1,2014,Lotus corniculatus,Sown,60
Farm10,HLS,1,2014,Lotus corniculatus,Sown,270
Farm10,HLS,1,2014,Lotus corniculatus,Sown,160
Farm10,HLS,1,2014,Lychnis flos-cuculi,Sown,6
Farm10,HLS,1,2014,Medicago lupulina,Sown,30
Farm10,HLS,1,2014,Onobrychis viciifolia,Sown,15
Farm10,HLS,1,2014,Plantago lanceolata,Sown,105
Farm10,HLS,1,2014,Plantago lanceolata,Sown,50
Farm10,HLS,1,2014,Plantago lanceolata,Sown,36
Farm10,HLS,1,2014,Plantago lanceolata,Sown,55
Farm10,HLS,1,2014,Plantago lanceolata,Sown,85
Farm10,HLS,1,2014,Plantago lanceolata,Sown,20
Farm10,HLS,1,2014,Plantago media,Sown,1
Farm10,HLS,1,2014,Primula veris,Sown,4
Farm10,HLS,1,2014,Ranunculus acris,Sown,930
Farm10,HLS,1,2014,Ranunculus acris,Sown,3050
Farm10,HLS,1,2014,Ranunculus acris,Sown,45
Farm10,HLS,1,2014,Ranunculus acris,Sown,17
Farm10,HLS,1,2014,Ranunculus acris,Sown,4
Farm10,HLS,1,2014,Ranunculus acris,Sown,80
Farm10,HLS,1,2014,Ranunculus repens,Wild,165
Farm10,HLS,1,2014,Ranunculus repens,Wild,140
Farm10,HLS,1,2014,Ranunculus repens,Wild,317
Farm10,HLS,1,2014,Ranunculus repens,Wild,70
Farm10,HLS,1,2014,Reseda lutea,Wild,365
Farm10,HLS,1,2014,Reseda lutea,Wild,95
Farm10,HLS,1,2014,Rhinanthus minor,Sown,605
Farm10,HLS,1,2014,Rhinanthus minor,Sown,720
Farm10,HLS,1,2014,Rubus fruticosus agg.,Wild,7
Farm10,HLS,1,2014,Rubus fruticosus agg.,Wild,7
Farm10,HLS,1,2014,Rubus fruticosus agg.,Wild,230
Farm10,HLS,1,2014,Rubus fruticosus agg.,Wild,90
Farm10,HLS,1,2014,Silene dioica,Sown,1720
Farm10,HLS,1,2014,Silene dioica,Sown,800
Farm10,HLS,1,2014,Silene dioica,Sown,5
Farm10,HLS,1,2014,Silene dioica,Sown,4
Farm10,HLS,1,2014,Silene latifolia,Wild,40
Farm10,HLS,1,2014,Silene latifolia,Wild,17
Farm10,HLS,1,2014,Silene latifolia,Wild,24
Farm10,HLS,1,2014,Silene latifolia,Wild,75
Farm10,HLS,1,2014,Silene latifolia,Wild,1
Farm10,HLS,1,2014,Silene latifolia,Wild,3
Farm10,HLS,1,2014,Stachys sylvatica,Wild,12
Farm10,HLS,1,2014,Stachys sylvatica,Wild,55
Farm10,HLS,1,2014,Taraxacum agg.,Wild,3
Farm10,HLS,1,2014,Taraxacum agg.,Wild,3
Farm10,HLS,1,2014,Taraxacum agg.,Wild,12
Farm10,HLS,1,2014,Taraxacum agg.,Wild,3
Farm10,HLS,1,2014,Taraxacum agg.,Wild,6
Farm10,HLS,1,2014,Taraxacum agg.,Wild,8
Farm10,HLS,1,2014,Taraxacum agg.,Wild,300
Farm10,HLS,1,2014,Trifolium dubium,Wild,90
Farm10,HLS,1,2014,Trifolium pratense,Sown,25
Farm10,HLS,1,2014,Trifolium pratense,Sown,50
Farm10,HLS,1,2014,Trifolium repens,Wild,420
Farm10,HLS,1,2014,Trifolium repens,Wild,1490
Farm10,HLS,1,2014,Trifolium repens,Wild,130
Farm10,HLS,1,2014,Veronica chamaedrys,Wild,43
Farm10,HLS,1,2014,Veronica chamaedrys,Wild,780
Farm10,HLS,1,2014,Vicia sativa agg.,Wild,250
Farm10,HLS,2,2013,Achillea millefolium,Sown,45
Farm10,HLS,2,2013,Achillea millefolium,Sown,2
Farm10,HLS,2,2013,Achillea millefolium,Sown,26
Farm10,HLS,2,2013,Aegopodium podagraria,Wild,45
Farm10,HLS,2,2013,Aegopodium podagraria,Wild,16
Farm10,HLS,2,2013,Aegopodium podagraria,Wild,16
Farm10,HLS,2,2013,Agrimonia eupatorium,Wild,16
Farm10,HLS,2,2013,Anagallis arvensis,Wild,60
Farm10,HLS,2,2013,Anthyllis vulneraria,Wild,15
Farm10,HLS,2,2013,Anthyllis vulneraria,Wild,35
Farm10,HLS,2,2013,Arctium minus,Wild,8
Farm10,HLS,2,2013,Bellis perennis,Wild,25
Farm10,HLS,2,2013,Centaurea cyanea,Sown,1
Farm10,HLS,2,2013,Centaurea nigra,Sown,232
Farm10,HLS,2,2013,Centaurea nigra,Sown,5
Farm10,HLS,2,2013,Centaurea nigra,Sown,57
Farm10,HLS,2,2013,Centaurea nigra,Sown,120
Farm10,HLS,2,2013,Centaurea nigra,Sown,6
Farm10,HLS,2,2013,Centaurea nigra,Sown,150
Farm10,HLS,2,2013,Centaurea scabiosa,Sown,10
Farm10,HLS,2,2013,Cerastium fontanum,Wild,3
Farm10,HLS,2,2013,Chaerophyllum temulum,Wild,395
Farm10,HLS,2,2013,Chaerophyllum temulum,Wild,800
Farm10,HLS,2,2013,Chaerophyllum temulum,Wild,46
Farm10,HLS,2,2013,Chaerophyllum temulum,Wild,2500
Farm10,HLS,2,2013,Chaerophyllum temulum,Wild,96
Farm10,HLS,2,2013,Cirsium arvense,Wild,20
Farm10,HLS,2,2013,Cirsium arvense,Wild,1
Farm10,HLS,2,2013,Cirsium arvense,Wild,8
Farm10,HLS,2,2013,Cirsium arvense,Wild,40
Farm10,HLS,2,2013,Cirsium eriphorum,Wild,1
Farm10,HLS,2,2013,Cirsium palustre,Wild,60
Farm10,HLS,2,2013,Crepis capillaris,Wild,47
Farm10,HLS,2,2013,Crepis capillaris,Wild,65
Farm10,HLS,2,2013,Daucus carota,Sown,50
Farm10,HLS,2,2013,Galium mollugo,Wild,300
Farm10,HLS,2,2013,Galium verum,Sown,136
Farm10,HLS,2,2013,Galium verum,Sown,120
Farm10,HLS,2,2013,Galium verum,Sown,100
Farm10,HLS,2,2013,Geranium molle,Wild,2
Farm10,HLS,2,2013,Geranium pratense,Sown,4
Farm10,HLS,2,2013,Geranium robertianum,Wild,1
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,260
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,14
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,61
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,196
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,97
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,65
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,136
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,107
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,15
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,30
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,240
Farm10,HLS,2,2013,Heracleum sphondylium,Wild,10
Farm10,HLS,2,2013,Hypericum perforatum,Wild,16
Farm10,HLS,2,2013,Hypochaeris radicata,Wild,4
Farm10,HLS,2,2013,Knautia arvensis,Sown,55
Farm10,HLS,2,2013,Knautia arvensis,Sown,45
Farm10,HLS,2,2013,Knautia arvensis,Sown,1
Farm10,HLS,2,2013,Lapsana communis,Wild,15
Farm10,HLS,2,2013,Lapsana communis,Wild,5
Farm10,HLS,2,2013,Lathyrus pratensis,Sown,35
Farm10,HLS,2,2013,Lathyrus pratensis,Sown,60
Farm10,HLS,2,2013,Leontodon hispidus,Sown,5
Farm10,HLS,2,2013,Leontodon hispidus,Sown,8400
Farm10,HLS,2,2013,Leucanthemum vulgare,Sown,1200
Farm10,HLS,2,2013,Leucanthemum vulgare,Sown,115
Farm10,HLS,2,2013,Leucanthemum vulgare,Sown,270
Farm10,HLS,2,2013,Leucanthemum vulgare,Sown,100
Farm10,HLS,2,2013,Leucanthemum vulgare,Sown,3000
Farm10,HLS,2,2013,Lotus corniculatus,Sown,600
Farm10,HLS,2,2013,Lotus corniculatus,Sown,4700
Farm10,HLS,2,2013,Lotus corniculatus,Sown,30
Farm10,HLS,2,2013,Lotus corniculatus,Sown,33600
Farm10,HLS,2,2013,Lotus corniculatus,Sown,16
Farm10,HLS,2,2013,Medicago sativa,Sown,35
Farm10,HLS,2,2013,Medicago sativa,Sown,78
Farm10,HLS,2,2013,Onobrychis viciifolia,Sown,115
Farm10,HLS,2,2013,Onobrychis viciifolia,Sown,290
Farm10,HLS,2,2013,Onobrychis viciifolia,Sown,9
Farm10,HLS,2,2013,Onobrychis viciifolia,Sown,6
Farm10,HLS,2,2013,Onobrychis viciifolia,Sown,20
Farm10,HLS,2,2013,Papaver rhoeas,Wild,5
Farm10,HLS,2,2013,Plantago lanceolata,Sown,15
Farm10,HLS,2,2013,Plantago lanceolata,Sown,3
Farm10,HLS,2,2013,Plantago lanceolata,Sown,1
Farm10,HLS,2,2013,Prunella vulgaris,Sown,18
Farm10,HLS,2,2013,Ranunculus acris,Sown,160
Farm10,HLS,2,2013,Ranunculus acris,Sown,95
Farm10,HLS,2,2013,Ranunculus acris,Sown,2
Farm10,HLS,2,2013,Ranunculus acris,Sown,110
Farm10,HLS,2,2013,Ranunculus repens,Wild,70
Farm10,HLS,2,2013,Ranunculus repens,Wild,32
Farm10,HLS,2,2013,Ranunculus repens,Wild,41
Farm10,HLS,2,2013,Ranunculus repens,Wild,20
Farm10,HLS,2,2013,Reseda lutea,Wild,56
Farm10,HLS,2,2013,Reseda lutea,Wild,96
Farm10,HLS,2,2013,Rosa canina agg.,Wild,15
Farm10,HLS,2,2013,Rubus fruticosus agg.,Wild,75
Farm10,HLS,2,2013,Rubus fruticosus agg.,Wild,60
Farm10,HLS,2,2013,Rubus fruticosus agg.,Wild,205
Farm10,HLS,2,2013,Rubus fruticosus agg.,Wild,280
Farm10,HLS,2,2013,Senecio jacobea,Wild,2
Farm10,HLS,2,2013,Senecio vulgaris,Wild,16
Farm10,HLS,2,2013,Silene dioica,Sown,280
Farm10,HLS,2,2013,Silene dioica,Sown,20
Farm10,HLS,2,2013,Silene latifolia,Wild,15
Farm10,HLS,2,2013,Solanum dulcamara,Wild,18
Farm10,HLS,2,2013,Stachys palustris,Wild,130
Farm10,HLS,2,2013,Stachys sylvatica,Wild,18
Farm10,HLS,2,2013,Stachys sylvatica,Wild,90
Farm10,HLS,2,2013,Stachys sylvatica,Wild,388
Farm10,HLS,2,2013,Stachys sylvatica,Wild,75
Farm10,HLS,2,2013,Stachys sylvatica,Wild,65
Farm10,HLS,2,2013,Stachys sylvatica,Wild,1600
Farm10,HLS,2,2013,Stachys sylvatica,Wild,150
Farm10,HLS,2,2013,Stellaria graminea,Wild,16
Farm10,HLS,2,2013,Taraxacum agg.,Wild,1
Farm10,HLS,2,2013,Trifolium dubium,Wild,38
Farm10,HLS,2,2013,Trifolium hybridum,Sown,30
Farm10,HLS,2,2013,Trifolium pratense,Sown,38
Farm10,HLS,2,2013,Trifolium pratense,Sown,20
Farm10,HLS,2,2013,Trifolium pratense,Sown,3
Farm10,HLS,2,2013,Trifolium pratense,Sown,2520
Farm10,HLS,2,2013,Trifolium repens,Wild,250
Farm10,HLS,2,2013,Trifolium repens,Wild,225
Farm10,HLS,2,2013,Trifolium repens,Wild,435
Farm10,HLS,2,2013,Trifolium repens,Wild,71400
Farm10,HLS,2,2013,Veronica chamaedrys,Wild,34
Farm10,HLS,2,2013,,Wild,
Farm10,HLS,2,2014,Achillea millefolium,Sown,180
Farm10,HLS,2,2014,Achillea millefolium,Sown,26
Farm10,HLS,2,2014,Achillea millefolium,Sown,1
Farm10,HLS,2,2014,Aegopodium podagraria,Wild,95
Farm10,HLS,2,2014,Aegopodium podagraria,Wild,15
Farm10,HLS,2,2014,Agrimonia eupatorium,Wild,5
Farm10,HLS,2,2014,Agrimonia eupatorium,Wild,310
Farm10,HLS,2,2014,Anthemis austriaca,Wild,240
Farm10,HLS,2,2014,Anthyllis vulneraria,Wild,490
Farm10,HLS,2,2014,Bryonia dioica,Wild,31
Farm10,HLS,2,2014,Carduus nutans,Wild,28
Farm10,HLS,2,2014,Centaurea nigra,Sown,8400
Farm10,HLS,2,2014,Centaurea nigra,Sown,255
Farm10,HLS,2,2014,Centaurea nigra,Sown,135
Farm10,HLS,2,2014,Centaurea nigra,Sown,23
Farm10,HLS,2,2014,Centaurea nigra,Sown,15000
Farm10,HLS,2,2014,Centaurea nigra,Sown,30
Farm10,HLS,2,2014,Centaurea nigra,Sown,3000
Farm10,HLS,2,2014,Centaurea scabiosa,Sown,57
Farm10,HLS,2,2014,Centaurea scabiosa,Sown,5
Farm10,HLS,2,2014,Chaerophyllum temulum,Wild,72
Farm10,HLS,2,2014,Chaerophyllum temulum,Wild,90
Farm10,HLS,2,2014,Chaerophyllum temulum,Wild,280
Farm10,HLS,2,2014,Chaerophyllum temulum,Wild,3600
Farm10,HLS,2,2014,Cichorium intybus,Wild,2
Farm10,HLS,2,2014,Cirsium arvense,Wild,162
Farm10,HLS,2,2014,Cirsium arvense,Wild,247
Farm10,HLS,2,2014,Cirsium arvense,Wild,3
Farm10,HLS,2,2014,Cirsium arvense,Wild,450
Farm10,HLS,2,2014,Cirsium arvense,Wild,45
Farm10,HLS,2,2014,Cirsium palustre,Wild,20
Farm10,HLS,2,2014,Crepis capillaris,Wild,55
Farm10,HLS,2,2014,Crepis capillaris,Wild,17
Farm10,HLS,2,2014,Daucus carota,Sown,34
Farm10,HLS,2,2014,Galium verum,Sown,150
Farm10,HLS,2,2014,Galium verum,Sown,262
Farm10,HLS,2,2014,Galium verum,Sown,280
Farm10,HLS,2,2014,Galium verum,Sown,690
Farm10,HLS,2,2014,Geranium pratense,Sown,154
Farm10,HLS,2,2014,Geranium pratense,Sown,7
Farm10,HLS,2,2014,Geranium pratense,Sown,32
Farm10,HLS,2,2014,Geranium robertianum,Wild,12
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,780
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,35
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,250
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,159
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,2320
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,280
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,1800
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,390
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,2250
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,650
Farm10,HLS,2,2014,Heracleum sphondylium,Wild,2800
Farm10,HLS,2,2014,Hypericum perforatum,Wild,2000
Farm10,HLS,2,2014,Hypericum perforatum,Wild,7
Farm10,HLS,2,2014,Hypericum perforatum,Wild,59
Farm10,HLS,2,2014,Knautia arvensis,Sown,168
Farm10,HLS,2,2014,Knautia arvensis,Sown,49
Farm10,HLS,2,2014,Knautia arvensis,Sown,20
Farm10,HLS,2,2014,Knautia arvensis,Sown,7
Farm10,HLS,2,2014,Knautia arvensis,Sown,100
Farm10,HLS,2,2014,Lamium album,Wild,15
Farm10,HLS,2,2014,Lapsana communis,Wild,6
Farm10,HLS,2,2014,Lapsana communis,Wild,15
Farm10,HLS,2,2014,Lapsana communis,Wild,55
Farm10,HLS,2,2014,Lathyrus pratensis,Sown,160
Farm10,HLS,2,2014,Lathyrus pratensis,Sown,600
Farm10,HLS,2,2014,Leontodon hispidus,Sown,4500
Farm10,HLS,2,2014,Leucanthemum vulgare,Sown,920
Farm10,HLS,2,2014,Leucanthemum vulgare,Sown,103
Farm10,HLS,2,2014,Leucanthemum vulgare,Sown,790
Farm10,HLS,2,2014,Leucanthemum vulgare,Sown,15
Farm10,HLS,2,2014,Ligustrum vulgare,Wild,350
Farm10,HLS,2,2014,Linaria vulgaris,Wild,82
Farm10,HLS,2,2014,Lotus corniculatus,Sown,360
Farm10,HLS,2,2014,Lotus corniculatus,Sown,12000
Farm10,HLS,2,2014,Lotus corniculatus,Sown,75000
Farm10,HLS,2,2014,Lotus corniculatus,Sown,10000
Farm10,HLS,2,2014,Odontites verna,Wild,62
Farm10,HLS,2,2014,Odontites verna,Wild,50
Farm10,HLS,2,2014,Onobrychis viciifolia,Sown,320
Farm10,HLS,2,2014,Onobrychis viciifolia,Sown,290
Farm10,HLS,2,2014,Onobrychis viciifolia,Sown,40
Farm10,HLS,2,2014,Onobrychis viciifolia,Sown,500
Farm10,HLS,2,2014,Origanum vulgare,Sown,77
Farm10,HLS,2,2014,Prunella vulgaris,Sown,680
Farm10,HLS,2,2014,Prunella vulgaris,Sown,77
Farm10,HLS,2,2014,Prunella vulgaris,Sown,78
Farm10,HLS,2,2014,Prunella vulgaris,Sown,180
Farm10,HLS,2,2014,Prunella vulgaris,Sown,15
Farm10,HLS,2,2014,Prunella vulgaris,Sown,500
Farm10,HLS,2,2014,Ranunculus acris,Sown,14
Farm10,HLS,2,2014,Ranunculus repens,Wild,23
Farm10,HLS,2,2014,Ranunculus repens,Wild,5
Farm10,HLS,2,2014,Ranunculus repens,Wild,25
Farm10,HLS,2,2014,Ranunculus repens,Wild,30
Farm10,HLS,2,2014,Ranunculus repens,Wild,60
Farm10,HLS,2,2014,Reseda lutea,Wild,410
Farm10,HLS,2,2014,Reseda lutea,Wild,70
Farm10,HLS,2,2014,Rubus fruticosus agg.,Wild,380
Farm10,HLS,2,2014,Rubus fruticosus agg.,Wild,112
Farm10,HLS,2,2014,Senecio jacobea,Wild,8
Farm10,HLS,2,2014,Silene dioica,Sown,30
Farm10,HLS,2,2014,Silene dioica,Sown,40
Farm10,HLS,2,2014,Silene latifolia,Wild,10
Farm10,HLS,2,2014,Sonchus arvensis,Sown,5
Farm10,HLS,2,2014,Sonchus asper,Wild,10
Farm10,HLS,2,2014,Stachys palustris,Wild,150
Farm10,HLS,2,2014,Stachys sylvatica,Wild,763
Farm10,HLS,2,2014,Stachys sylvatica,Wild,670
Farm10,HLS,2,2014,Stachys sylvatica,Wild,15
Farm10,HLS,2,2014,Stachys sylvatica,Wild,170
Farm10,HLS,2,2014,Stachys sylvatica,Wild,45
Farm10,HLS,2,2014,Stachys sylvatica,Wild,13400
Farm10,HLS,2,2014,Stachys sylvatica,Wild,890
