Farm,Type,Round,Year,Species
Farm9,HLS,One,2015,Veronica persica
Farm9,HLS,One,2015,Veronica persica
Farm9,HLS,Three,2015,Veronica persica
Farm9,HLS,Four,2015,Veronica persica
Farm9,HLS,Two,2015,Viburnum opulus
Farm9,HLS,Two,2013,Vicia cracca
Farm9,HLS,Three,2013,Vicia cracca
Farm9,HLS,Two,2014,Vicia cracca
Farm9,HLS,Three,2014,Vicia cracca
Farm9,HLS,Four,2015,Vicia cracca
Farm9,HLS,Two,2015,Vicia hirsuta
Farm9,HLS,One,2013,Vicia sativa
Farm9,HLS,One,2014,Vicia sativa
Farm9,HLS,One,2015,Vicia sepium
Farm9,HLS,Two,2015,Vicia sepium
Farm9,HLS,Three,2015,Vicia sepium
Farm9,HLS,Two,2014,Vicia tetrasperma
Farm9,HLS,One,2013,Viola arvensis
Farm9,HLS,One,2015,Viola arvensis
Farm10,HLS,Two,2013,Achillea millefolium
Farm10,HLS,Two,2013,Achillea millefolium
Farm10,HLS,Two,2013,Achillea millefolium
Farm10,HLS,Three,2013,Achillea millefolium
Farm10,HLS,Three,2013,Achillea millefolium
Farm10,HLS,Three,2013,Achillea millefolium
Farm10,HLS,Three,2013,Achillea millefolium
Farm10,HLS,Three,2013,Achillea millefolium
Farm10,HLS,Two,2014,Achillea millefolium
Farm10,HLS,Two,2014,Achillea millefolium
Farm10,HLS,Two,2014,Achillea millefolium
Farm10,HLS,Three,2014,Achillea millefolium
Farm10,HLS,Three,2014,Achillea millefolium
Farm10,HLS,Three,2014,Achillea millefolium
Farm10,HLS,Three,2014,Achillea millefolium
Farm10,HLS,Three,2015,Achillea millefolium
Farm10,HLS,Four,2015,Achillea millefolium
Farm10,HLS,One,2013,Aegopodium podagraria
Farm10,HLS,Two,2013,Aegopodium podagraria
Farm10,HLS,Two,2013,Aegopodium podagraria
Farm10,HLS,Two,2013,Aegopodium podagraria
Farm10,HLS,One,2014,Aegopodium podagraria
Farm10,HLS,One,2014,Aegopodium podagraria
Farm10,HLS,Two,2014,Aegopodium podagraria
Farm10,HLS,Two,2014,Aegopodium podagraria
Farm10,HLS,Two,2015,Aegopodium podagraria
Farm10,HLS,Two,2013,Agrimonia eupatorium
Farm10,HLS,Three,2013,Agrimonia eupatorium
Farm10,HLS,Two,2014,Agrimonia eupatorium
Farm10,HLS,Two,2014,Agrimonia eupatorium
Farm10,HLS,One,2014,Alliaria petiolata
Farm10,HLS,One,2014,Alliaria petiolata
Farm10,HLS,One,2015,Alliaria petiolata
Farm10,HLS,Two,2013,Anagallis arvensis
Farm10,HLS,Three,2015,Anagallis arvensis
Farm10,HLS,Two,2014,Anthemis austriaca
Farm10,HLS,One,2013,Anthriscus sylvestris
Farm10,HLS,One,2013,Anthriscus sylvestris
Farm10,HLS,One,2013,Anthriscus sylvestris
Farm10,HLS,One,2013,Anthriscus sylvestris
Farm10,HLS,One,2013,Anthriscus sylvestris
Farm10,HLS,One,2013,Anthriscus sylvestris
Farm10,HLS,One,2013,Anthriscus sylvestris
Farm10,HLS,One,2013,Anthriscus sylvestris
Farm10,HLS,One,2014,Anthriscus sylvestris
Farm10,HLS,One,2014,Anthriscus sylvestris
Farm10,HLS,One,2014,Anthriscus sylvestris
Farm10,HLS,One,2014,Anthriscus sylvestris
Farm10,HLS,One,2014,Anthriscus sylvestris
Farm10,HLS,One,2014,Anthriscus sylvestris
Farm10,HLS,One,2014,Anthriscus sylvestris
Farm10,HLS,One,2014,Anthriscus sylvestris
Farm10,HLS,One,2015,Anthriscus sylvestris
Farm10,HLS,Two,2015,Anthriscus sylvestris
Farm10,HLS,Two,2015,Anthriscus sylvestris
Farm10,HLS,Two,2015,Anthriscus sylvestris
Farm10,HLS,Two,2013,Anthyllis vulneraria
Farm10,HLS,Two,2013,Anthyllis vulneraria
Farm10,HLS,One,2014,Anthyllis vulneraria
Farm10,HLS,Two,2014,Anthyllis vulneraria
Farm10,HLS,Two,2015,Anthyllis vulneraria
Farm10,HLS,Two,2013,Arctium minus
Farm10,HLS,Three,2013,Arctium minus
Farm10,HLS,Three,2013,Arctium minus
Farm10,HLS,Three,2014,Arctium minus
Farm10,HLS,Three,2014,Arctium minus
Farm10,HLS,One,2013,Barbarea vulgaris
Farm10,HLS,Two,2013,Bellis perennis
Farm10,HLS,Three,2015,Betonica officinalis
Farm10,HLS,One,2015,Brassica rapa
Farm10,HLS,One,2013,Bryonia dioica
Farm10,HLS,One,2014,Bryonia dioica
Farm10,HLS,Two,2014,Bryonia dioica
Farm10,HLS,Three,2014,Bryonia dioica
Farm10,HLS,Three,2015,Bryonia dioica
Farm10,HLS,Four,2015,Bryonia dioica
Farm10,HLS,Three,2013,Campanula rotundifolia
Farm10,HLS,Two,2015,Capsella bursa-pastoris
Farm10,HLS,One,2015,Cardamine hirsuta
Farm10,HLS,Two,2015,Carduus acanthoides
Farm10,HLS,Two,2014,Carduus nutans
Farm10,HLS,Two,2013,Centaurea cyanea
Farm10,HLS,Two,2013,Centaurea nigra
Farm10,HLS,Two,2013,Centaurea nigra
Farm10,HLS,Two,2013,Centaurea nigra
Farm10,HLS,Two,2013,Centaurea nigra
Farm10,HLS,Two,2013,Centaurea nigra
Farm10,HLS,Two,2013,Centaurea nigra
Farm10,HLS,Three,2013,Centaurea nigra
Farm10,HLS,Three,2013,Centaurea nigra
Farm10,HLS,Three,2013,Centaurea nigra
Farm10,HLS,Three,2013,Centaurea nigra
Farm10,HLS,Three,2013,Centaurea nigra
Farm10,HLS,Three,2013,Centaurea nigra
Farm10,HLS,Two,2014,Centaurea nigra
Farm10,HLS,Two,2014,Centaurea nigra
Farm10,HLS,Two,2014,Centaurea nigra
Farm10,HLS,Two,2014,Centaurea nigra
Farm10,HLS,Two,2014,Centaurea nigra
Farm10,HLS,Two,2014,Centaurea nigra
Farm10,HLS,Two,2014,Centaurea nigra
Farm10,HLS,Three,2014,Centaurea nigra
Farm10,HLS,Three,2014,Centaurea nigra
Farm10,HLS,Three,2014,Centaurea nigra
Farm10,HLS,Three,2014,Centaurea nigra
Farm10,HLS,Three,2014,Centaurea nigra
Farm10,HLS,Three,2015,Centaurea nigra
Farm10,HLS,Three,2015,Centaurea nigra
Farm10,HLS,Four,2015,Centaurea nigra
Farm10,HLS,Two,2013,Centaurea scabiosa
Farm10,HLS,Three,2013,Centaurea scabiosa
Farm10,HLS,Three,2013,Centaurea scabiosa
Farm10,HLS,Two,2014,Centaurea scabiosa
Farm10,HLS,Two,2014,Centaurea scabiosa
Farm10,HLS,Three,2014,Centaurea scabiosa
Farm10,HLS,Two,2015,Centaurea scabiosa
Farm10,HLS,Three,2015,Centaurea scabiosa
Farm10,HLS,Four,2015,Centaurea scabiosa
Farm10,HLS,One,2013,Cerastium fontanum
Farm10,HLS,Two,2013,Cerastium fontanum
Farm10,HLS,Two,2015,Cerastium fontanum
Farm10,HLS,Two,2013,Chaerophyllum temulum
Farm10,HLS,Two,2013,Chaerophyllum temulum
Farm10,HLS,Two,2013,Chaerophyllum temulum
Farm10,HLS,Two,2013,Chaerophyllum temulum
Farm10,HLS,Two,2013,Chaerophyllum temulum
Farm10,HLS,Two,2014,Chaerophyllum temulum
Farm10,HLS,Two,2014,Chaerophyllum temulum
Farm10,HLS,Two,2014,Chaerophyllum temulum
Farm10,HLS,Two,2014,Chaerophyllum temulum
Farm10,HLS,Two,2015,Chaerophyllum temulum
Farm10,HLS,Two,2015,Chaerophyllum temulum
Farm10,HLS,Three,2015,Chaerophyllum temulum
Farm10,HLS,One,2013,Chelidonium majus
Farm10,HLS,Two,2014,Cichorium intybus
Farm10,HLS,Three,2014,Cichorium intybus
Farm10,HLS,Four,2015,Cichorium intybus
Farm10,HLS,Two,2013,Cirsium arvense
Farm10,HLS,Two,2013,Cirsium arvense
Farm10,HLS,Two,2013,Cirsium arvense
Farm10,HLS,Two,2013,Cirsium arvense
Farm10,HLS,Three,2013,Cirsium arvense
Farm10,HLS,Three,2013,Cirsium arvense
Farm10,HLS,Three,2013,Cirsium arvense
Farm10,HLS,Three,2013,Cirsium arvense
Farm10,HLS,Three,2013,Cirsium arvense
Farm10,HLS,Three,2013,Cirsium arvense
Farm10,HLS,Three,2013,Cirsium arvense
Farm10,HLS,Two,2014,Cirsium arvense
Farm10,HLS,Two,2014,Cirsium arvense
Farm10,HLS,Two,2014,Cirsium arvense
Farm10,HLS,Two,2014,Cirsium arvense
Farm10,HLS,Two,2014,Cirsium arvense
Farm10,HLS,Three,2014,Cirsium arvense
Farm10,HLS,Three,2014,Cirsium arvense
Farm10,HLS,Three,2014,Cirsium arvense
Farm10,HLS,Three,2014,Cirsium arvense
Farm10,HLS,Three,2014,Cirsium arvense
Farm10,HLS,Three,2015,Cirsium arvense
Farm10,HLS,Two,2013,Cirsium eriphorum
Farm10,HLS,One,2013,Cirsium palustre
Farm10,HLS,Two,2013,Cirsium palustre
Farm10,HLS,Two,2014,Cirsium palustre
Farm10,HLS,Two,2015,Cirsium palustris
Farm10,HLS,Three,2013,Cirsium vulgare
Farm10,HLS,Three,2013,Cirsium vulgare
Farm10,HLS,Three,2013,Cirsium vulgare
Farm10,HLS,Three,2014,Cirsium vulgare
Farm10,HLS,Three,2014,Cirsium vulgare
Farm10,HLS,Three,2014,Cirsium vulgare
Farm10,HLS,Three,2014,Cirsium vulgare
Farm10,HLS,Four,2015,Cirsium vulgare
Farm10,HLS,Four,2015,Cirsium vulgare
Farm10,HLS,Three,2013,Clematis vitalba
Farm10,HLS,Three,2013,Clematis vitalba
Farm10,HLS,Three,2013,Clematis vitalba
Farm10,HLS,Four,2015,Clematis vitalba
Farm10,HLS,Three,2013,Clinopodium vulgare
Farm10,HLS,Three,2014,Clinopodium vulgare
Farm10,HLS,Three,2014,Clinopodium vulgare
Farm10,HLS,Three,2013,Convolvulus arvensis
Farm10,HLS,Three,2013,Convolvulus arvensis
Farm10,HLS,Three,2014,Convolvulus arvensis
Farm10,HLS,Three,2014,Convolvulus arvensis
Farm10,HLS,Two,2013,Crepis capillaris
Farm10,HLS,Two,2013,Crepis capillaris
Farm10,HLS,Two,2014,Crepis capillaris
Farm10,HLS,Two,2014,Crepis capillaris
Farm10,HLS,Three,2014,Crepis capillaris
Farm10,HLS,Three,2014,Crepis capillaris
Farm10,HLS,Four,2015,Crepis capillaris
Farm10,HLS,One,2013,Cruciata laevipes
Farm10,HLS,One,2014,Cruciata laevipes
Farm10,HLS,Two,2013,Daucus carota
Farm10,HLS,Three,2013,Daucus carota
Farm10,HLS,Three,2013,Daucus carota
Farm10,HLS,Three,2013,Daucus carota
Farm10,HLS,Two,2014,Daucus carota
Farm10,HLS,Three,2014,Daucus carota
Farm10,HLS,Three,2014,Daucus carota
Farm10,HLS,Three,2014,Daucus carota
Farm10,HLS,Three,2014,Daucus carota
Farm10,HLS,Three,2014,Daucus carota
Farm10,HLS,Three,2015,Daucus carota
Farm10,HLS,Four,2015,Daucus carota
Farm10,HLS,Three,2014,Dipsacus fullonum
Farm10,HLS,Four,2015,Dipsacus fullonum
Farm10,HLS,Three,2013,Epilobium hirsutum
Farm10,HLS,Three,2013,Epilobium hirsutum
Farm10,HLS,Three,2014,Epilobium hirsutum
Farm10,HLS,Four,2015,Epilobium hirsutum
Farm10,HLS,Three,2015,Euphorbia exigua
Farm10,HLS,Three,2015,Euphorbia helioscopia
Farm10,HLS,Two,2015,Fumaria officinalis
Farm10,HLS,Three,2015,Fumaria officinalis
Farm10,HLS,One,2013,Galium aparine
Farm10,HLS,One,2013,Galium aparine
Farm10,HLS,One,2013,Galium aparine
Farm10,HLS,One,2014,Galium aparine
Farm10,HLS,Two,2015,Galium aparine
Farm10,HLS,Two,2015,Galium aparine
Farm10,HLS,Three,2015,Galium aparine
Farm10,HLS,Four,2015,Galium aparine
Farm10,HLS,Two,2013,Galium mollugo
Farm10,HLS,Three,2015,Galium mollugo
Farm10,HLS,Two,2013,Galium verum
Farm10,HLS,Two,2013,Galium verum
Farm10,HLS,Two,2013,Galium verum
Farm10,HLS,Three,2013,Galium verum
Farm10,HLS,Three,2013,Galium verum
Farm10,HLS,Three,2013,Galium verum
Farm10,HLS,Three,2013,Galium verum
Farm10,HLS,Three,2013,Galium verum
Farm10,HLS,Two,2014,Galium verum
Farm10,HLS,Two,2014,Galium verum
Farm10,HLS,Two,2014,Galium verum
Farm10,HLS,Two,2014,Galium verum
Farm10,HLS,Three,2015,Galium verum
Farm10,HLS,Four,2015,Galium verum
Farm10,HLS,One,2014,Geranium dissectum
Farm10,HLS,Two,2015,Geranium dissectum
Farm10,HLS,Two,2013,Geranium molle
Farm10,HLS,One,2014,Geranium molle
Farm10,HLS,One,2015,Geranium molle
Farm10,HLS,Two,2015,Geranium molle
Farm10,HLS,Two,2015,Geranium molle
Farm10,HLS,Three,2015,Geranium molle
Farm10,HLS,Two,2013,Geranium pratense
Farm10,HLS,Two,2014,Geranium pratense
Farm10,HLS,Two,2014,Geranium pratense
Farm10,HLS,Two,2014,Geranium pratense
Farm10,HLS,Three,2015,Geranium pratense
Farm10,HLS,One,2013,Geranium robertianum
Farm10,HLS,One,2013,Geranium robertianum
Farm10,HLS,Two,2013,Geranium robertianum
Farm10,HLS,Two,2014,Geranium robertianum
Farm10,HLS,One,2013,Geum urbanum
Farm10,HLS,One,2013,Geum urbanum
Farm10,HLS,One,2013,Geum urbanum
Farm10,HLS,One,2014,Geum urbanum
Farm10,HLS,One,2014,Geum urbanum
Farm10,HLS,One,2014,Geum urbanum
Farm10,HLS,One,2014,Geum urbanum
Farm10,HLS,Two,2015,Geum urbanum
Farm10,HLS,One,2013,Glechoma hederacea
Farm10,HLS,One,2013,Glechoma hederacea
Farm10,HLS,One,2013,Glechoma hederacea
Farm10,HLS,One,2014,Glechoma hederacea
Farm10,HLS,One,2014,Glechoma hederacea
Farm10,HLS,One,2014,Glechoma hederacea
Farm10,HLS,One,2015,Glechoma hederacea
Farm10,HLS,One,2015,Glechoma hederacea
Farm10,HLS,One,2015,Glechoma hederacea
Farm10,HLS,Two,2015,Glechoma hederacea
Farm10,HLS,Two,2015,Glechoma hederacea
Farm10,HLS,Two,2015,Glechoma hederacea
Farm10,HLS,One,2013,Heracleum sphondylium
Farm10,HLS,One,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Two,2013,Heracleum sphondylium
Farm10,HLS,Three,2013,Heracleum sphondylium
Farm10,HLS,Three,2013,Heracleum sphondylium
Farm10,HLS,Three,2013,Heracleum sphondylium
Farm10,HLS,Three,2013,Heracleum sphondylium
Farm10,HLS,Three,2013,Heracleum sphondylium
Farm10,HLS,Three,2013,Heracleum sphondylium
Farm10,HLS,Three,2013,Heracleum sphondylium
Farm10,HLS,Three,2013,Heracleum sphondylium
Farm10,HLS,Three,2013,Heracleum sphondylium
Farm10,HLS,One,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Two,2014,Heracleum sphondylium
Farm10,HLS,Three,2014,Heracleum sphondylium
Farm10,HLS,Three,2014,Heracleum sphondylium
Farm10,HLS,Three,2014,Heracleum sphondylium
Farm10,HLS,Three,2014,Heracleum sphondylium
Farm10,HLS,Three,2014,Heracleum sphondylium
Farm10,HLS,Three,2014,Heracleum sphondylium
Farm10,HLS,Three,2014,Heracleum sphondylium
Farm10,HLS,Three,2014,Heracleum sphondylium
Farm10,HLS,Three,2014,Heracleum sphondylium
Farm10,HLS,Three,2015,Heracleum sphondylium
Farm10,HLS,Three,2015,Heracleum sphondylium
Farm10,HLS,Four,2015,Heracleum sphondylium
Farm10,HLS,Four,2015,Heracleum sphondylium
Farm10,HLS,Two,2013,Hypericum perforatum
Farm10,HLS,Two,2014,Hypericum perforatum
Farm10,HLS,Two,2014,Hypericum perforatum
Farm10,HLS,Two,2014,Hypericum perforatum
Farm10,HLS,Three,2014,Hypericum perforatum
Farm10,HLS,Three,2015,Hypericum perforatum
Farm10,HLS,Four,2015,Hypericum perforatum
Farm10,HLS,Two,2013,Hypochaeris radicata
Farm10,HLS,Three,2013,Hypochaeris radicata
Farm10,HLS,Three,2013,Kickxia elatine
Farm10,HLS,Two,2013,Knautia arvensis
Farm10,HLS,Two,2013,Knautia arvensis
Farm10,HLS,Two,2013,Knautia arvensis
Farm10,HLS,Three,2013,Knautia arvensis
Farm10,HLS,Three,2013,Knautia arvensis
Farm10,HLS,Three,2013,Knautia arvensis
Farm10,HLS,Three,2013,Knautia arvensis
Farm10,HLS,Three,2013,Knautia arvensis
Farm10,HLS,Three,2013,Knautia arvensis
Farm10,HLS,Two,2014,Knautia arvensis
Farm10,HLS,Two,2014,Knautia arvensis
Farm10,HLS,Two,2014,Knautia arvensis
Farm10,HLS,Two,2014,Knautia arvensis
Farm10,HLS,Two,2014,Knautia arvensis
Farm10,HLS,Three,2014,Knautia arvensis
Farm10,HLS,Three,2014,Knautia arvensis
Farm10,HLS,Three,2014,Knautia arvensis
Farm10,HLS,Three,2014,Knautia arvensis
Farm10,HLS,Three,2014,Knautia arvensis
Farm10,HLS,Three,2015,Knautia arvensis
Farm10,HLS,Three,2015,Knautia arvensis
Farm10,HLS,Four,2015,Knautia arvensis
Farm10,HLS,One,2013,Lamium album
Farm10,HLS,One,2013,Lamium album
Farm10,HLS,One,2013,Lamium album
Farm10,HLS,One,2013,Lamium album
Farm10,HLS,One,2013,Lamium album
Farm10,HLS,One,2013,Lamium album
Farm10,HLS,One,2013,Lamium album
Farm10,HLS,One,2013,Lamium album
Farm10,HLS,Three,2013,Lamium album
Farm10,HLS,Three,2013,Lamium album
Farm10,HLS,One,2014,Lamium album
Farm10,HLS,One,2014,Lamium album
Farm10,HLS,One,2014,Lamium album
Farm10,HLS,One,2014,Lamium album
Farm10,HLS,One,2014,Lamium album
Farm10,HLS,One,2014,Lamium album
Farm10,HLS,One,2014,Lamium album
Farm10,HLS,Two,2014,Lamium album
Farm10,HLS,Three,2014,Lamium album
Farm10,HLS,One,2015,Lamium album
Farm10,HLS,One,2015,Lamium album
Farm10,HLS,One,2015,Lamium album
Farm10,HLS,One,2015,Lamium album
Farm10,HLS,One,2015,Lamium album
Farm10,HLS,Two,2015,Lamium album
Farm10,HLS,Two,2015,Lamium album
Farm10,HLS,Three,2015,Lamium album
Farm10,HLS,One,2015,Lamium purpureum
Farm10,HLS,One,2015,Lamium purpureum
Farm10,HLS,Two,2015,Lamium purpureum
Farm10,HLS,Two,2013,Lapsana communis
Farm10,HLS,Two,2013,Lapsana communis
Farm10,HLS,Three,2013,Lapsana communis
Farm10,HLS,Two,2014,Lapsana communis
Farm10,HLS,Two,2014,Lapsana communis
Farm10,HLS,Two,2014,Lapsana communis
Farm10,HLS,Two,2013,Lathyrus pratensis
Farm10,HLS,Two,2013,Lathyrus pratensis
Farm10,HLS,Two,2014,Lathyrus pratensis
Farm10,HLS,Two,2014,Lathyrus pratensis
Farm10,HLS,One,2013,Leontodon hispidus
Farm10,HLS,Two,2013,Leontodon hispidus
Farm10,HLS,Two,2013,Leontodon hispidus
Farm10,HLS,One,2014,Leontodon hispidus
Farm10,HLS,One,2014,Leontodon hispidus
Farm10,HLS,Two,2014,Leontodon hispidus
Farm10,HLS,Three,2014,Leontodon hispidus
Farm10,HLS,Two,2015,Leontodon hispidus
Farm10,HLS,Three,2015,Leontodon hispidus
Farm10,HLS,One,2013,Leucanthemum vulgare
Farm10,HLS,One,2013,Leucanthemum vulgare
Farm10,HLS,Two,2013,Leucanthemum vulgare
Farm10,HLS,Two,2013,Leucanthemum vulgare
Farm10,HLS,Two,2013,Leucanthemum vulgare
Farm10,HLS,Two,2013,Leucanthemum vulgare
Farm10,HLS,Two,2013,Leucanthemum vulgare
Farm10,HLS,Three,2013,Leucanthemum vulgare
Farm10,HLS,Three,2013,Leucanthemum vulgare
Farm10,HLS,One,2014,Leucanthemum vulgare
Farm10,HLS,One,2014,Leucanthemum vulgare
Farm10,HLS,One,2014,Leucanthemum vulgare
Farm10,HLS,Two,2014,Leucanthemum vulgare
Farm10,HLS,Two,2014,Leucanthemum vulgare
Farm10,HLS,Two,2014,Leucanthemum vulgare
Farm10,HLS,Two,2014,Leucanthemum vulgare
Farm10,HLS,Two,2015,Leucanthemum vulgare
Farm10,HLS,Three,2015,Leucanthemum vulgare
Farm10,HLS,Two,2014,Ligustrum vulgare
Farm10,HLS,Three,2013,Linaria vulgaris
Farm10,HLS,Three,2013,Linaria vulgaris
Farm10,HLS,Three,2013,Linaria vulgaris
Farm10,HLS,Two,2014,Linaria vulgaris
Farm10,HLS,Three,2014,Linaria vulgaris
Farm10,HLS,Three,2014,Linaria vulgaris
Farm10,HLS,Four,2015,Linaria vulgaris
Farm10,HLS,One,2013,Lotus corniculatus
Farm10,HLS,Two,2013,Lotus corniculatus
Farm10,HLS,Two,2013,Lotus corniculatus
Farm10,HLS,Two,2013,Lotus corniculatus
Farm10,HLS,Two,2013,Lotus corniculatus
Farm10,HLS,Two,2013,Lotus corniculatus
Farm10,HLS,Three,2013,Lotus corniculatus
Farm10,HLS,Three,2013,Lotus corniculatus
Farm10,HLS,Three,2013,Lotus corniculatus
Farm10,HLS,Three,2013,Lotus corniculatus
Farm10,HLS,One,2014,Lotus corniculatus
Farm10,HLS,One,2014,Lotus corniculatus
Farm10,HLS,One,2014,Lotus corniculatus
Farm10,HLS,Two,2014,Lotus corniculatus
Farm10,HLS,Two,2014,Lotus corniculatus
Farm10,HLS,Two,2014,Lotus corniculatus
Farm10,HLS,Two,2014,Lotus corniculatus
Farm10,HLS,Three,2014,Lotus corniculatus
Farm10,HLS,Three,2014,Lotus corniculatus
Farm10,HLS,Three,2014,Lotus corniculatus
Farm10,HLS,Three,2014,Lotus corniculatus
Farm10,HLS,Two,2015,Lotus corniculatus
Farm10,HLS,Three,2015,Lotus corniculatus
Farm10,HLS,Four,2015,Lotus corniculatus
Farm10,HLS,One,2013,Lychnis flos-cuculi
Farm10,HLS,One,2014,Lychnis flos-cuculi
Farm10,HLS,Two,2015,Lychnis flos-cuculi
Farm10,HLS,One,2015,Malus domestica
Farm10,HLS,Three,2015,Malva moschata
Farm10,HLS,Two,2015,Matricaria discoidea
Farm10,HLS,Three,2015,Matricaria discoidea
Farm10,HLS,Four,2015,Matricaria discoidea
Farm10,HLS,One,2014,Medicago lupulina
Farm10,HLS,Two,2015,Medicago lupulina
Farm10,HLS,Three,2015,Medicago lupulina
Farm10,HLS,Two,2013,Medicago sativa
Farm10,HLS,Two,2013,Medicago sativa
Farm10,HLS,Three,2013,Medicago sativa
Farm10,HLS,Three,2013,Medicago sativa
Farm10,HLS,Three,2014,Medicago sativa
Farm10,HLS,Four,2015,Medicago sativa
Farm10,HLS,One,2013,Myosotis arvensis
Farm10,HLS,Two,2015,Myosotis arvensis
Farm10,HLS,Three,2015,Myosotis arvensis
Farm10,HLS,Three,2013,Odontites vernus
Farm10,HLS,Two,2014,Odontites vernus
Farm10,HLS,Two,2014,Odontites vernus
Farm10,HLS,Three,2014,Odontites vernus
Farm10,HLS,Three,2014,Odontites vernus
Farm10,HLS,Three,2014,Odontites vernus
Farm10,HLS,Three,2015,Odontites vernus
Farm10,HLS,Four,2015,Odontites vernus
Farm10,HLS,Two,2013,Onobrychis viciifolia
Farm10,HLS,Two,2013,Onobrychis viciifolia
Farm10,HLS,Two,2013,Onobrychis viciifolia
Farm10,HLS,Two,2013,Onobrychis viciifolia
Farm10,HLS,Two,2013,Onobrychis viciifolia
Farm10,HLS,Three,2013,Onobrychis viciifolia
Farm10,HLS,One,2014,Onobrychis viciifolia
Farm10,HLS,Two,2014,Onobrychis viciifolia
Farm10,HLS,Two,2014,Onobrychis viciifolia
Farm10,HLS,Two,2014,Onobrychis viciifolia
Farm10,HLS,Two,2014,Onobrychis viciifolia
Farm10,HLS,Three,2014,Onobrychis viciifolia
Farm10,HLS,Two,2015,Onobrychis viciifolia
Farm10,HLS,Three,2015,Onobrychis viciifolia
Farm10,HLS,Four,2015,Onobrychis viciifolia
Farm10,HLS,Three,2013,Origanum vulgare
Farm10,HLS,Three,2013,Origanum vulgare
Farm10,HLS,Two,2014,Origanum vulgare
Farm10,HLS,Three,2014,Origanum vulgare
Farm10,HLS,Three,2014,Origanum vulgare
Farm10,HLS,Three,2015,Origanum vulgare
Farm10,HLS,Three,2015,Origanum vulgare
Farm10,HLS,Four,2015,Origanum vulgare
Farm10,HLS,Four,2015,Origanum vulgare
Farm10,HLS,Two,2013,Papaver rhoeas
Farm10,HLS,Three,2013,Papaver rhoeas
Farm10,HLS,Four,2015,Papaver rhoeas
Farm10,HLS,One,2015,Pentaglottis sempervirens
Farm10,HLS,Two,2015,Pentaglottis sempervirens
Farm10,HLS,Three,2013,Pimpinella saxifraga
Farm10,HLS,Three,2014,Pimpinella saxifraga
Farm10,HLS,Three,2014,Pimpinella saxifraga
Farm10,HLS,One,2013,Plantago lanceolata
Farm10,HLS,One,2013,Plantago lanceolata
Farm10,HLS,One,2013,Plantago lanceolata
Farm10,HLS,One,2013,Plantago lanceolata
Farm10,HLS,One,2013,Plantago lanceolata
Farm10,HLS,One,2013,Plantago lanceolata
Farm10,HLS,One,2013,Plantago lanceolata
Farm10,HLS,One,2013,Plantago lanceolata
Farm10,HLS,Two,2013,Plantago lanceolata
Farm10,HLS,Two,2013,Plantago lanceolata
Farm10,HLS,Two,2013,Plantago lanceolata
Farm10,HLS,Three,2013,Plantago lanceolata
Farm10,HLS,One,2014,Plantago lanceolata
Farm10,HLS,One,2014,Plantago lanceolata
Farm10,HLS,One,2014,Plantago lanceolata
Farm10,HLS,One,2014,Plantago lanceolata
Farm10,HLS,One,2014,Plantago lanceolata
Farm10,HLS,One,2014,Plantago lanceolata
Farm10,HLS,Two,2015,Plantago lanceolata
Farm10,HLS,Two,2015,Plantago lanceolata
Farm10,HLS,Three,2015,Plantago lanceolata
Farm10,HLS,One,2014,Plantago media
Farm10,HLS,Two,2015,Plantago media
Farm10,HLS,One,2013,Polygonatum multiflorum
Farm10,HLS,Two,2015,Potentilla anserina
Farm10,HLS,Two,2015,Potentilla anserina
Farm10,HLS,Four,2015,Potentilla anserina
Farm10,HLS,One,2014,Primula veris
Farm10,HLS,One,2015,Primula veris
Farm10,HLS,Two,2013,Prunella vulgaris
Farm10,HLS,Two,2014,Prunella vulgaris
Farm10,HLS,Two,2014,Prunella vulgaris
Farm10,HLS,Two,2014,Prunella vulgaris
Farm10,HLS,Two,2014,Prunella vulgaris
Farm10,HLS,Two,2014,Prunella vulgaris
Farm10,HLS,Two,2014,Prunella vulgaris
Farm10,HLS,Three,2015,Prunella vulgaris
Farm10,HLS,Four,2015,Prunella vulgaris
Farm10,HLS,One,2015,Prunus spinosa
Farm10,HLS,Three,2013,Pulicaria dysenterica
