Farm,Type,Round,Date,Species,Number
Farm7,ELS,3,08/08/2014,Bombus rupestris,4
Farm7,ELS,3,08/08/2014,Bombus rupestris,3
Farm7,ELS,2,11/07/2013,Bombus terrestris,1
Farm7,ELS,2,11/07/2013,Bombus terrestris,2
Farm7,ELS,2,11/07/2013,Bombus terrestris,1
Farm7,ELS,3,08/08/2013,Bombus terrestris,23
Farm7,ELS,3,08/08/2013,Bombus terrestris,2
Farm7,ELS,3,08/08/2013,Bombus terrestris,1
Farm7,ELS,3,08/08/2013,Bombus terrestris,1
Farm7,ELS,3,08/08/2013,Bombus terrestris,9
Farm7,ELS,3,08/08/2013,Bombus terrestris,3
Farm7,ELS,3,08/08/2013,Bombus terrestris,1
Farm7,ELS,3,08/08/2013,Bombus terrestris,5
Farm7,ELS,3,08/08/2013,Bombus terrestris,1
Farm7,ELS,3,08/08/2013,Bombus vestalis,1
Farm7,ELS,3,08/08/2014,Bombus vestalis,2
Farm7,ELS,3,08/08/2013,Lasioglossum calceatum,1
Farm7,ELS,3,08/08/2014,Lasioglossum calceatum,1
Farm7,ELS,3,08/08/2014,Lasioglossum calceatum,3
Farm7,ELS,3,08/08/2014,Lasioglossum calceatum,1
Farm7,ELS,3,08/08/2014,Lasioglossum calceatum,1
Farm7,ELS,1,04/06/2013,Nomada flava/panzeri,1
Farm7,ELS,1,04/06/2013,Nomada flava/panzeri,2
Farm7,ELS,1,04/06/2013,Nomada ruficornis,1
Farm19,ELS,1,21/05/2014,Andrena chrysosceles,1
Farm19,ELS,2,03/07/2014,Andrena chrysosceles,1
Farm19,ELS,1,21/05/2014,Andrena cineraria,1
Farm19,ELS,1,21/05/2014,Andrena cineraria,1
Farm19,ELS,1,21/05/2014,Andrena minutula,1
Farm19,ELS,1,21/05/2014,Andrena nigroaenea,2
Farm19,ELS,1,21/05/2014,Andrena semilaevis,1
Farm19,ELS,2,03/07/2014,Andrena semilaevis,1
Farm19,ELS,1,21/05/2014,Bombus campestris,1
Farm19,ELS,2,04/07/2013,Bombus hortorum,1
Farm19,ELS,2,04/07/2013,Bombus hortorum,1
Farm19,ELS,2,04/07/2013,Bombus hortorum,2
Farm19,ELS,2,04/07/2013,Bombus hortorum,1
Farm19,ELS,2,04/07/2013,Bombus hortorum,2
Farm19,ELS,2,04/07/2013,Bombus hortorum,1
Farm19,ELS,2,04/07/2013,Bombus hortorum,7
Farm19,ELS,2,04/07/2013,Bombus hortorum,1
Farm19,ELS,2,04/07/2013,Bombus hortorum,1
Farm19,ELS,3,03/08/2013,Bombus hortorum,1
Farm19,ELS,3,03/08/2013,Bombus hortorum,1
Farm19,ELS,3,03/08/2013,Bombus hortorum,3
Farm19,ELS,3,03/08/2013,Bombus hortorum,1
Farm19,ELS,3,03/08/2013,Bombus hortorum,3
Farm19,ELS,1,21/05/2014,Bombus hortorum,1
Farm19,ELS,1,21/05/2014,Bombus hortorum,2
Farm19,ELS,1,21/05/2014,Bombus hortorum,1
Farm19,ELS,2,03/07/2014,Bombus hortorum,2
Farm19,ELS,2,03/07/2014,Bombus hortorum,1
Farm19,ELS,2,03/07/2014,Bombus hortorum,1
Farm19,ELS,2,03/07/2014,Bombus hortorum,1
Farm19,ELS,2,03/07/2014,Bombus hortorum,4
Farm19,ELS,3,15/08/2014,Bombus hortorum,1
Farm19,ELS,2,04/07/2013,Bombus hypnorum,1
Farm19,ELS,2,04/07/2013,Bombus hypnorum,1
Farm19,ELS,2,03/07/2014,Bombus hypnorum,1
Farm19,ELS,3,03/08/2013,Bombus lapidarius,10
Farm19,ELS,3,03/08/2013,Bombus lapidarius,1
Farm19,ELS,3,03/08/2013,Bombus lapidarius,3
Farm19,ELS,3,03/08/2013,Bombus lapidarius,2
Farm19,ELS,3,03/08/2013,Bombus lapidarius,3
Farm19,ELS,3,03/08/2013,Bombus lapidarius,2
Farm19,ELS,3,03/08/2013,Bombus lapidarius,1
Farm19,ELS,3,03/08/2013,Bombus lapidarius,1
Farm19,ELS,3,03/08/2013,Bombus lapidarius,1
Farm19,ELS,3,03/08/2013,Bombus lapidarius,1
Farm19,ELS,3,03/08/2013,Bombus lapidarius,1
Farm19,ELS,1,21/05/2014,Bombus lapidarius,1
Farm19,ELS,2,03/07/2014,Bombus lapidarius,1
Farm19,ELS,3,15/08/2014,Bombus lapidarius,1
Farm19,ELS,2,04/07/2013,Bombus lucorum,2
Farm19,ELS,3,03/08/2013,Bombus lucorum,2
Farm19,ELS,3,03/08/2013,Bombus lucorum,2
Farm19,ELS,3,03/08/2013,Bombus lucorum,1
Farm19,ELS,3,03/08/2013,Bombus lucorum,2
Farm19,ELS,3,03/08/2013,Bombus lucorum,1
Farm19,ELS,3,03/08/2013,Bombus lucorum,1
Farm19,ELS,3,03/08/2013,Bombus lucorum,1
Farm19,ELS,2,04/07/2013,Bombus pascuorum,2
Farm19,ELS,2,04/07/2013,Bombus pascuorum,1
Farm19,ELS,2,04/07/2013,Bombus pascuorum,2
Farm19,ELS,2,04/07/2013,Bombus pascuorum,2
Farm19,ELS,2,04/07/2013,Bombus pascuorum,1
Farm19,ELS,2,04/07/2013,Bombus pascuorum,1
Farm19,ELS,2,04/07/2013,Bombus pascuorum,2
Farm19,ELS,2,04/07/2013,Bombus pascuorum,6
Farm19,ELS,2,04/07/2013,Bombus pascuorum,1
Farm19,ELS,3,03/08/2013,Bombus pascuorum,1
Farm19,ELS,3,03/08/2013,Bombus pascuorum,1
Farm19,ELS,3,03/08/2013,Bombus pascuorum,1
Farm19,ELS,3,03/08/2013,Bombus pascuorum,1
Farm19,ELS,3,03/08/2013,Bombus pascuorum,1
Farm19,ELS,3,03/08/2013,Bombus pascuorum,1
Farm19,ELS,3,03/08/2013,Bombus pascuorum,2
Farm19,ELS,3,03/08/2013,Bombus pascuorum,2
Farm19,ELS,1,21/05/2014,Bombus pascuorum,2
Farm19,ELS,1,21/05/2014,Bombus pascuorum,1
Farm19,ELS,1,21/05/2014,Bombus pascuorum,1
Farm19,ELS,1,21/05/2014,Bombus pascuorum,3
Farm19,ELS,2,03/07/2014,Bombus pascuorum,1
Farm19,ELS,2,03/07/2014,Bombus pascuorum,1
Farm19,ELS,3,15/08/2014,Bombus pascuorum,3
Farm19,ELS,3,15/08/2014,Bombus pascuorum,3
Farm19,ELS,3,15/08/2014,Bombus pascuorum,4
Farm19,ELS,3,15/08/2014,Bombus pascuorum,1
Farm19,ELS,3,15/08/2014,Bombus pascuorum,2
Farm19,ELS,3,15/08/2014,Bombus pascuorum,1
Farm19,ELS,1,03/06/2013,Bombus pratorum,1
Farm19,ELS,2,04/07/2013,Bombus pratorum,1
Farm19,ELS,2,04/07/2013,Bombus pratorum,1
Farm19,ELS,2,04/07/2013,Bombus pratorum,2
Farm19,ELS,1,21/05/2014,Bombus pratorum,2
Farm19,ELS,2,04/07/2013,Bombus sylvestris,1
Farm19,ELS,2,03/07/2014,Bombus sylvestris,1
Farm19,ELS,2,04/07/2013,Bombus terrestris,1
Farm19,ELS,2,04/07/2013,Bombus terrestris,4
Farm19,ELS,3,03/08/2013,Bombus terrestris,2
Farm19,ELS,3,03/08/2013,Bombus terrestris,2
Farm19,ELS,3,03/08/2013,Bombus terrestris,1
Farm19,ELS,3,03/08/2013,Bombus terrestris,1
Farm19,ELS,3,03/08/2013,Bombus terrestris,6
Farm19,ELS,3,03/08/2013,Bombus terrestris,1
Farm19,ELS,3,03/08/2013,Bombus terrestris,3
Farm19,ELS,3,03/08/2013,Bombus terrestris,2
Farm19,ELS,3,03/08/2013,Bombus terrestris,1
Farm19,ELS,3,03/08/2013,Bombus terrestris,4
Farm19,ELS,3,03/08/2013,Bombus terrestris,1
Farm19,ELS,3,03/08/2013,Bombus terrestris,2
Farm19,ELS,3,03/08/2013,Bombus terrestris,1
Farm19,ELS,3,03/08/2013,Bombus terrestris,1
Farm19,ELS,3,03/08/2013,Bombus terrestris,3
Farm19,ELS,3,15/08/2014,Bombus terrestris,1
Farm19,ELS,2,04/07/2013,Bombus vestalis,1
Farm19,ELS,3,03/08/2013,Bombus vestalis,1
Farm19,ELS,3,03/08/2013,Bombus vestalis,1
Farm19,ELS,3,03/08/2013,Bombus vestalis,1
Farm19,ELS,3,15/08/2014,Bombus vestalis,1
Farm19,ELS,2,03/07/2014,Hylaeus communis,1
Farm19,ELS,1,03/06/2013,Lasioglossum calceatum,1
Farm19,ELS,1,03/06/2013,Nomada flava/panzeri,3
Farm19,ELS,1,03/06/2013,Nomada flava/panzeri,1
Farm19,ELS,1,21/05/2014,Nomada flava/panzeri,1
Farm19,ELS,1,21/05/2014,Nomada flava/panzeri,1
Farm19,ELS,1,21/05/2014,Nomada flava/panzeri,1
Farm19,ELS,1,21/05/2014,Nomada goodeniana,1
Farm8,HLS,1,05/06/2013,Andrena carantonica,1
Farm8,HLS,3,06/08/2013,Andrena dorsata,1
Farm8,HLS,3,06/08/2013,Andrena dorsata,3
Farm8,HLS,3,08/08/2014,Andrena flavipes,1
Farm8,HLS,2,01/07/2014,Andrena haemorrhoa,2
Farm8,HLS,3,08/08/2014,Andrena minutula,3
Farm8,HLS,3,08/08/2014,Andrena minutula,1
Farm8,HLS,1,05/06/2013,Bombus campestris,1
Farm8,HLS,1,05/06/2013,Bombus hortorum,1
Farm8,HLS,1,05/06/2013,Bombus hortorum,1
Farm8,HLS,1,05/06/2013,Bombus hortorum,3
Farm8,HLS,1,05/06/2013,Bombus hortorum,2
Farm8,HLS,1,05/06/2013,Bombus hortorum,4
Farm8,HLS,2,15/07/2013,Bombus hortorum,1
Farm8,HLS,2,15/07/2013,Bombus hortorum,1
Farm8,HLS,2,15/07/2013,Bombus hortorum,15
Farm8,HLS,2,15/07/2013,Bombus hortorum,8
Farm8,HLS,3,06/08/2013,Bombus hortorum,1
Farm8,HLS,3,06/08/2013,Bombus hortorum,5
Farm8,HLS,3,06/08/2013,Bombus hortorum,3
Farm8,HLS,3,06/08/2013,Bombus hortorum,5
Farm8,HLS,3,06/08/2013,Bombus hortorum,1
Farm8,HLS,3,06/08/2013,Bombus hortorum,1
Farm8,HLS,2,01/07/2014,Bombus hortorum,1
Farm8,HLS,2,01/07/2014,Bombus hortorum,1
Farm8,HLS,2,01/07/2014,Bombus hortorum,1
Farm8,HLS,2,01/07/2014,Bombus hortorum,1
Farm8,HLS,2,01/07/2014,Bombus hortorum,3
Farm8,HLS,3,08/08/2014,Bombus hortorum,11
Farm8,HLS,3,08/08/2014,Bombus hortorum,6
Farm8,HLS,3,08/08/2014,Bombus hortorum,1
Farm8,HLS,3,08/08/2014,Bombus hortorum,1
Farm8,HLS,3,08/08/2014,Bombus hortorum,3
Farm8,HLS,3,06/08/2013,Bombus hypnorum,1
Farm8,HLS,1,21/05/2014,Bombus hypnorum,1
Farm8,HLS,3,06/08/2013,Bombus lapidarius,1
Farm8,HLS,3,06/08/2013,Bombus lapidarius,2
Farm8,HLS,3,06/08/2013,Bombus lapidarius,1
Farm8,HLS,3,06/08/2013,Bombus lapidarius,1
Farm8,HLS,3,06/08/2013,Bombus lapidarius,1
Farm8,HLS,3,06/08/2013,Bombus lapidarius,1
Farm8,HLS,3,06/08/2013,Bombus lapidarius,1
Farm8,HLS,3,06/08/2013,Bombus lapidarius,4
Farm8,HLS,3,06/08/2013,Bombus lapidarius,1
Farm8,HLS,3,06/08/2013,Bombus lapidarius,1
Farm8,HLS,3,06/08/2013,Bombus lapidarius,5
Farm8,HLS,3,06/08/2013,Bombus lapidarius,7
Farm8,HLS,3,06/08/2013,Bombus lapidarius,1
Farm8,HLS,2,15/07/2013,Bombus lapidarius,1
Farm8,HLS,2,15/07/2013,Bombus lapidarius,60
Farm8,HLS,2,15/07/2013,Bombus lapidarius,16
Farm8,HLS,2,15/07/2013,Bombus lapidarius,10
Farm8,HLS,2,15/07/2013,Bombus lapidarius,1
Farm8,HLS,2,15/07/2013,Bombus lapidarius,2
Farm8,HLS,2,15/07/2013,Bombus lapidarius,4
Farm8,HLS,2,15/07/2013,Bombus lapidarius,2
Farm8,HLS,2,15/07/2013,Bombus lapidarius,1
Farm8,HLS,2,15/07/2013,Bombus lapidarius,1
Farm8,HLS,2,15/07/2013,Bombus lapidarius,1
Farm8,HLS,2,15/07/2013,Bombus lapidarius,1
Farm8,HLS,2,15/07/2013,Bombus lapidarius,125
Farm8,HLS,2,15/07/2013,Bombus lapidarius,32
Farm8,HLS,2,15/07/2013,Bombus lapidarius,18
Farm8,HLS,2,01/07/2014,Bombus lapidarius,18
Farm8,HLS,2,01/07/2014,Bombus lapidarius,1
Farm8,HLS,2,01/07/2014,Bombus lapidarius,1
Farm8,HLS,2,01/07/2014,Bombus lapidarius,5
Farm8,HLS,2,01/07/2014,Bombus lapidarius,2
Farm8,HLS,2,01/07/2014,Bombus lapidarius,6
Farm8,HLS,2,01/07/2014,Bombus lapidarius,2
Farm8,HLS,2,01/07/2014,Bombus lapidarius,4
Farm8,HLS,3,08/08/2014,Bombus lapidarius,2
Farm8,HLS,3,08/08/2014,Bombus lapidarius,1
Farm8,HLS,3,08/08/2014,Bombus lapidarius,2
Farm8,HLS,3,08/08/2014,Bombus lapidarius,1
Farm8,HLS,3,08/08/2014,Bombus lapidarius,1
Farm8,HLS,3,08/08/2014,Bombus lapidarius,2
Farm8,HLS,3,08/08/2014,Bombus lapidarius,33
Farm8,HLS,3,08/08/2014,Bombus lapidarius,18
Farm8,HLS,3,08/08/2014,Bombus lapidarius,3
Farm8,HLS,3,08/08/2014,Bombus lapidarius,1
Farm8,HLS,3,08/08/2014,Bombus lapidarius,1
Farm8,HLS,3,08/08/2014,Bombus lapidarius,1
Farm8,HLS,2,15/07/2013,Bombus lucorum,1
Farm8,HLS,3,06/08/2013,Bombus lucorum,1
Farm8,HLS,3,06/08/2013,Bombus lucorum,1
Farm8,HLS,2,01/07/2014,Bombus lucorum,1
Farm8,HLS,3,08/08/2014,Bombus lucorum,4
Farm8,HLS,3,08/08/2014,Bombus lucorum,1
Farm8,HLS,1,05/06/2013,Bombus pascuorum,1
Farm8,HLS,1,05/06/2013,Bombus pascuorum,1
Farm8,HLS,1,05/06/2013,Bombus pascuorum,1
Farm8,HLS,1,05/06/2013,Bombus pascuorum,12
Farm8,HLS,1,05/06/2013,Bombus pascuorum,3
Farm8,HLS,1,05/06/2013,Bombus pascuorum,6
Farm8,HLS,2,15/07/2013,Bombus pascuorum,1
Farm8,HLS,2,15/07/2013,Bombus pascuorum,3
Farm8,HLS,2,15/07/2013,Bombus pascuorum,6
Farm8,HLS,2,15/07/2013,Bombus pascuorum,1
Farm8,HLS,2,15/07/2013,Bombus pascuorum,3
Farm8,HLS,2,15/07/2013,Bombus pascuorum,1
Farm8,HLS,2,15/07/2013,Bombus pascuorum,1
Farm8,HLS,2,15/07/2013,Bombus pascuorum,1
Farm8,HLS,2,15/07/2013,Bombus pascuorum,1
Farm8,HLS,2,15/07/2013,Bombus pascuorum,1
Farm8,HLS,2,15/07/2013,Bombus pascuorum,1
Farm8,HLS,2,15/07/2013,Bombus pascuorum,21
Farm8,HLS,2,15/07/2013,Bombus pascuorum,1
Farm8,HLS,3,06/08/2013,Bombus pascuorum,2
Farm8,HLS,3,06/08/2013,Bombus pascuorum,2
Farm8,HLS,3,06/08/2013,Bombus pascuorum,1
Farm8,HLS,3,06/08/2013,Bombus pascuorum,2
Farm8,HLS,3,06/08/2013,Bombus pascuorum,1
Farm8,HLS,3,06/08/2013,Bombus pascuorum,1
Farm8,HLS,3,06/08/2013,Bombus pascuorum,1
Farm8,HLS,3,06/08/2013,Bombus pascuorum,18
Farm8,HLS,3,06/08/2013,Bombus pascuorum,11
Farm8,HLS,3,06/08/2013,Bombus pascuorum,1
Farm8,HLS,3,06/08/2013,Bombus pascuorum,1
Farm8,HLS,1,21/05/2014,Bombus pascuorum,1
Farm8,HLS,1,21/05/2014,Bombus pascuorum,1
Farm8,HLS,1,21/05/2014,Bombus pascuorum,1
Farm8,HLS,1,21/05/2014,Bombus pascuorum,1
Farm8,HLS,1,21/05/2014,Bombus pascuorum,1
Farm8,HLS,2,01/07/2014,Bombus pascuorum,4
Farm8,HLS,2,01/07/2014,Bombus pascuorum,1
Farm8,HLS,2,01/07/2014,Bombus pascuorum,1
Farm8,HLS,2,01/07/2014,Bombus pascuorum,1
Farm8,HLS,2,01/07/2014,Bombus pascuorum,2
Farm8,HLS,3,08/08/2014,Bombus pascuorum,9
Farm8,HLS,3,08/08/2014,Bombus pascuorum,1
Farm8,HLS,3,08/08/2014,Bombus pascuorum,2
Farm8,HLS,3,08/08/2014,Bombus pascuorum,1
Farm8,HLS,3,08/08/2014,Bombus pascuorum,1
Farm8,HLS,3,08/08/2014,Bombus pascuorum,11
Farm8,HLS,3,08/08/2014,Bombus pascuorum,1
Farm8,HLS,1,21/05/2014,Bombus pratorum,1
Farm8,HLS,1,21/05/2014,Bombus pratorum,1
Farm8,HLS,1,21/05/2014,Bombus pratorum,1
Farm8,HLS,3,08/08/2014,Bombus pratorum,2
Farm8,HLS,3,08/08/2014,Bombus pratorum,2
Farm8,HLS,3,08/08/2014,Bombus pratorum,1
Farm8,HLS,2,15/07/2013,Bombus terrestris,35
Farm8,HLS,2,15/07/2013,Bombus terrestris,1
Farm8,HLS,2,15/07/2013,Bombus terrestris,1
Farm8,HLS,2,15/07/2013,Bombus terrestris,1
Farm8,HLS,2,15/07/2013,Bombus terrestris,1
Farm8,HLS,3,06/08/2013,Bombus terrestris,1
Farm8,HLS,3,06/08/2013,Bombus terrestris,1
Farm8,HLS,3,06/08/2013,Bombus terrestris,1
Farm8,HLS,3,06/08/2013,Bombus terrestris,1
Farm8,HLS,3,06/08/2013,Bombus terrestris,1
Farm8,HLS,3,06/08/2013,Bombus terrestris,1
Farm8,HLS,3,06/08/2013,Bombus terrestris,7
Farm8,HLS,3,06/08/2013,Bombus terrestris,1
Farm8,HLS,3,06/08/2013,Bombus terrestris,2
Farm8,HLS,3,06/08/2013,Bombus terrestris,1
Farm8,HLS,1,05/06/2013,Bombus terrestris,1
Farm8,HLS,2,01/07/2014,Bombus terrestris,1
Farm8,HLS,2,01/07/2014,Bombus terrestris,1
Farm8,HLS,2,01/07/2014,Bombus terrestris,4
Farm8,HLS,2,01/07/2014,Bombus terrestris,1
Farm8,HLS,3,08/08/2014,Bombus terrestris,2
Farm8,HLS,3,08/08/2014,Bombus terrestris,1
Farm8,HLS,3,08/08/2014,Bombus terrestris,17
Farm8,HLS,3,08/08/2014,Bombus terrestris,7
Farm8,HLS,3,08/08/2014,Bombus terrestris,7
Farm8,HLS,3,08/08/2014,Bombus terrestris,1
Farm8,HLS,3,08/08/2014,Bombus terrestris,5
Farm8,HLS,3,08/08/2014,Bombus terrestris,4
Farm8,HLS,2,01/07/2014,Bombus vestalis,1
Farm8,HLS,3,08/08/2014,Bombus vestalis,1
Farm8,HLS,2,01/07/2014,Colletes daviesanus,1
Farm8,HLS,2,15/07/2013,Hylaeus cornutus,2
Farm8,HLS,2,15/07/2013,Hylaeus cornutus,1
Farm8,HLS,3,06/08/2013,Hylaeus cornutus,1
Farm8,HLS,3,06/08/2013,Hylaeus cornutus,1
Farm8,HLS,3,06/08/2013,Hylaeus cornutus,1
Farm8,HLS,3,08/08/2014,Hylaeus cornutus,4
Farm8,HLS,3,08/08/2014,Hylaeus cornutus,1
Farm8,HLS,3,08/08/2014,Hylaeus cornutus,1
Farm8,HLS,3,06/08/2013,Megachile centuncularis,1
Farm8,HLS,3,08/08/2014,Megachile ligniseca,1
Farm8,HLS,3,08/08/2014,Megachile ligniseca,1
Farm8,HLS,2,01/07/2014,Megachile willughbiella,1
Farm8,HLS,1,05/06/2013,Nomada flava/panzeri,1
Farm8,HLS,1,05/06/2013,Nomada flava/panzeri,1
Farm8,HLS,1,05/06/2013,Nomada flava/panzeri,3
Farm8,HLS,1,05/06/2013,Nomada flava/panzeri,1
Farm9,HLS,1,25/05/2014,Andrena carantonica,2
Farm9,HLS,1,26/05/2013,Andrena cineraria,1
Farm9,HLS,1,26/05/2013,Andrena haemorrhoa,1
Farm9,HLS,1,26/05/2013,Andrena haemorrhoa,1
Farm9,HLS,2,13/07/2013,Bombus hortorum,1
Farm9,HLS,2,13/07/2013,Bombus hortorum,3
Farm9,HLS,2,13/07/2013,Bombus hortorum,1
Farm9,HLS,2,13/07/2013,Bombus hortorum,1
Farm9,HLS,2,13/07/2013,Bombus hortorum,1
Farm9,HLS,2,13/07/2013,Bombus hortorum,1
Farm9,HLS,3,07/08/2013,Bombus hortorum,2
Farm9,HLS,3,07/08/2013,Bombus hortorum,1
Farm9,HLS,1,25/05/2014,Bombus hortorum,1
Farm9,HLS,2,04/07/2014,Bombus hortorum,3
Farm9,HLS,2,04/07/2014,Bombus hortorum,1
Farm9,HLS,2,04/07/2014,Bombus hortorum,1
Farm9,HLS,2,04/07/2014,Bombus hortorum,5
Farm9,HLS,3,09/08/2014,Bombus hortorum,2
Farm9,HLS,3,09/08/2014,Bombus hortorum,1
Farm9,HLS,3,09/08/2014,Bombus hortorum,4
Farm9,HLS,3,09/08/2014,Bombus hortorum,1
Farm9,HLS,2,13/07/2013,Bombus lapidarius,8
Farm9,HLS,2,13/07/2013,Bombus lapidarius,6
Farm9,HLS,2,13/07/2013,Bombus lapidarius,2
Farm9,HLS,2,13/07/2013,Bombus lapidarius,1
Farm9,HLS,2,13/07/2013,Bombus lapidarius,6
Farm9,HLS,2,13/07/2013,Bombus lapidarius,1
Farm9,HLS,2,13/07/2013,Bombus lapidarius,1
Farm9,HLS,2,13/07/2013,Bombus lapidarius,11
Farm9,HLS,2,13/07/2013,Bombus lapidarius,3
Farm9,HLS,2,13/07/2013,Bombus lapidarius,3
Farm9,HLS,2,13/07/2013,Bombus lapidarius,2
Farm9,HLS,2,13/07/2013,Bombus lapidarius,1
Farm9,HLS,2,13/07/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,6
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,3
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,2
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,3
Farm9,HLS,3,07/08/2013,Bombus lapidarius,2
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,2
Farm9,HLS,3,07/08/2013,Bombus lapidarius,2
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,4
Farm9,HLS,3,07/08/2013,Bombus lapidarius,3
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,2
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,3
Farm9,HLS,3,07/08/2013,Bombus lapidarius,5
Farm9,HLS,3,07/08/2013,Bombus lapidarius,2
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,3,07/08/2013,Bombus lapidarius,26
Farm9,HLS,3,07/08/2013,Bombus lapidarius,4
Farm9,HLS,3,07/08/2013,Bombus lapidarius,1
Farm9,HLS,1,25/05/2014,Bombus lapidarius,1
Farm9,HLS,1,25/05/2014,Bombus lapidarius,1
Farm9,HLS,2,04/07/2014,Bombus lapidarius,1
Farm9,HLS,2,04/07/2014,Bombus lapidarius,7
Farm9,HLS,2,04/07/2014,Bombus lapidarius,15
Farm9,HLS,2,04/07/2014,Bombus lapidarius,4
Farm9,HLS,2,04/07/2014,Bombus lapidarius,2
Farm9,HLS,2,04/07/2014,Bombus lapidarius,1
Farm9,HLS,3,09/08/2014,Bombus lapidarius,1
Farm9,HLS,3,09/08/2014,Bombus lapidarius,1
Farm9,HLS,3,09/08/2014,Bombus lapidarius,6
Farm9,HLS,3,09/08/2014,Bombus lapidarius,1
Farm9,HLS,3,09/08/2014,Bombus lapidarius,8
Farm9,HLS,3,09/08/2014,Bombus lapidarius,1
Farm9,HLS,3,09/08/2014,Bombus lapidarius,1
Farm9,HLS,2,13/07/2013,Bombus lucorum,1
Farm9,HLS,2,13/07/2013,Bombus lucorum,1
Farm9,HLS,3,07/08/2013,Bombus lucorum,2
Farm9,HLS,3,07/08/2013,Bombus lucorum,1
Farm9,HLS,3,07/08/2013,Bombus lucorum,1
Farm9,HLS,3,07/08/2013,Bombus lucorum,5
Farm9,HLS,3,07/08/2013,Bombus lucorum,1
Farm9,HLS,3,07/08/2013,Bombus lucorum,1
Farm9,HLS,2,04/07/2014,Bombus lucorum,2
Farm9,HLS,2,04/07/2014,Bombus lucorum,1
Farm9,HLS,1,26/05/2013,Bombus pascuorum,1
Farm9,HLS,2,13/07/2013,Bombus pascuorum,3
Farm9,HLS,2,13/07/2013,Bombus pascuorum,1
Farm9,HLS,2,13/07/2013,Bombus pascuorum,1
Farm9,HLS,2,13/07/2013,Bombus pascuorum,3
Farm9,HLS,2,13/07/2013,Bombus pascuorum,2
Farm9,HLS,2,13/07/2013,Bombus pascuorum,5
Farm9,HLS,2,13/07/2013,Bombus pascuorum,3
Farm9,HLS,2,13/07/2013,Bombus pascuorum,1
Farm9,HLS,2,13/07/2013,Bombus pascuorum,1
Farm9,HLS,3,07/08/2013,Bombus pascuorum,1
Farm9,HLS,3,07/08/2013,Bombus pascuorum,2
Farm9,HLS,3,07/08/2013,Bombus pascuorum,2
Farm9,HLS,3,07/08/2013,Bombus pascuorum,9
Farm9,HLS,3,07/08/2013,Bombus pascuorum,1
Farm9,HLS,3,07/08/2013,Bombus pascuorum,1
Farm9,HLS,3,07/08/2013,Bombus pascuorum,2
Farm9,HLS,3,07/08/2013,Bombus pascuorum,30
Farm9,HLS,3,07/08/2013,Bombus pascuorum,9
Farm9,HLS,3,07/08/2013,Bombus pascuorum,1
Farm9,HLS,3,07/08/2013,Bombus pascuorum,1
Farm9,HLS,3,07/08/2013,Bombus pascuorum,1
Farm9,HLS,3,07/08/2013,Bombus pascuorum,5
Farm9,HLS,3,07/08/2013,Bombus pascuorum,1
Farm9,HLS,3,07/08/2013,Bombus pascuorum,2
Farm9,HLS,1,25/05/2014,Bombus pascuorum,1
Farm9,HLS,1,25/05/2014,Bombus pascuorum,1
Farm9,HLS,1,25/05/2014,Bombus pascuorum,1
Farm9,HLS,2,04/07/2014,Bombus pascuorum,1
Farm9,HLS,2,04/07/2014,Bombus pascuorum,4
Farm9,HLS,2,04/07/2014,Bombus pascuorum,4
Farm9,HLS,3,09/08/2014,Bombus pascuorum,5
Farm9,HLS,3,09/08/2014,Bombus pascuorum,3
Farm9,HLS,3,09/08/2014,Bombus pascuorum,1
Farm9,HLS,3,09/08/2014,Bombus pascuorum,1
Farm9,HLS,3,09/08/2014,Bombus pascuorum,3
Farm9,HLS,3,09/08/2014,Bombus pascuorum,1
Farm9,HLS,3,09/08/2014,Bombus pascuorum,12
Farm9,HLS,3,09/08/2014,Bombus pascuorum,3
Farm9,HLS,2,13/07/2013,Bombus pratorum,1
Farm9,HLS,2,13/07/2013,Bombus pratorum,1
Farm9,HLS,1,25/05/2014,Bombus pratorum,1
Farm9,HLS,1,25/05/2014,Bombus pratorum,1
Farm9,HLS,1,25/05/2014,Bombus pratorum,1
Farm9,HLS,3,09/08/2014,Bombus pratorum,1
Farm9,HLS,1,25/05/2014,Bombus ruderarius,3
Farm9,HLS,2,04/07/2014,Bombus ruderarius,1
Farm9,HLS,3,07/08/2013,Bombus rupestris,1
